VAR2 SMU1 Vg (V),SMU2 Current Measurement (A),SMU1 Current Measurement (A),SMU3 Current Measurement (A),SMU2 Voltage Output (V)
10.0,2.0224e-09,1.94e-13,-1.51724e-09,0.0
10.0,6.1471e-07,-2.08e-13,-6.1549e-07,0.125
10.0,1.2186e-06,-2.14e-13,-1.2183e-06,0.25
10.0,1.8081e-06,1.84e-13,-1.8088e-06,0.375
10.0,2.3866e-06,9.4e-14,-2.3864e-06,0.5
10.0,2.9523e-06,1.88e-13,-2.9517e-06,0.625
10.0,3.5042e-06,-2.64e-13,-3.5046e-06,0.75
10.0,4.041e-06,-2.6e-13,-4.043e-06,0.875
10.0,4.569e-06,-3.36e-13,-4.5709e-06,1.0
10.0,5.0861e-06,4e-15,-5.0865e-06,1.125
10.0,5.5911e-06,2.82e-13,-5.5914e-06,1.25
10.0,6.0834e-06,-2.18e-13,-6.0818e-06,1.375
10.0,6.5605e-06,1.66e-13,-6.5585e-06,1.5
10.0,7.0232e-06,-6.06e-13,-7.0275e-06,1.625
10.0,7.483e-06,-2.146e-12,-7.4844e-06,1.75
10.0,7.9265e-06,1.72e-13,-7.9317e-06,1.875
10.0,8.3633e-06,-2.08e-13,-8.3643e-06,2.0
10.0,8.7853e-06,1.86e-13,-8.7871e-06,2.125
10.0,9.1968e-06,-3.78e-13,-9.1951e-06,2.25
10.0,9.5932e-06,-9.76e-13,-9.5941e-06,2.375
10.0,9.9825e-06,-5.24e-13,-9.9837e-06,2.5
10.0,1.03591e-05,-1.162e-12,-1.03638e-05,2.625
10.0,1.07294e-05,-7.04e-13,-1.07271e-05,2.75
10.0,1.10879e-05,-1.094e-12,-1.10874e-05,2.875
10.0,1.1432e-05,-6.32e-13,-1.14301e-05,3.0
10.0,1.1763e-05,-1.24e-13,-1.1763e-05,3.125
10.0,1.2091e-05,-4.76e-13,-1.2094e-05,3.25
10.0,1.241e-05,-5.54e-13,-1.2409e-05,3.375
10.0,1.2709e-05,8e-14,-1.2711e-05,3.5
10.0,1.3006e-05,-6.24e-13,-1.3008e-05,3.625
10.0,1.3292e-05,-9.3e-13,-1.3296e-05,3.75
10.0,1.3566e-05,4.54e-13,-1.3567e-05,3.875
10.0,1.3833e-05,-1.046e-12,-1.3831e-05,4.0
10.0,1.4087e-05,-9.4e-14,-1.4091e-05,4.125
10.0,1.4335e-05,-7.22e-13,-1.4342e-05,4.25
10.0,1.4581e-05,-5.8e-14,-1.4581e-05,4.375
10.0,1.4809e-05,-2.08e-13,-1.481e-05,4.5
10.0,1.5026e-05,-4.04e-13,-1.5029e-05,4.625
10.0,1.524e-05,-8.42e-13,-1.5243e-05,4.75
10.0,1.5449e-05,-1.96e-13,-1.5445e-05,4.875
10.0,1.5644e-05,-5.34e-13,-1.5641e-05,5.0
10.0,1.5831e-05,-8.64e-13,-1.5839e-05,5.125
10.0,1.6021e-05,6.4e-14,-1.6018e-05,5.25
10.0,1.6184e-05,-1.74e-13,-1.6193e-05,5.375
10.0,1.6353e-05,-7.14e-13,-1.6356e-05,5.5
10.0,1.6515e-05,-1.47e-12,-1.6525e-05,5.625
10.0,1.6669e-05,-1.586e-12,-1.6672e-05,5.75
10.0,1.6817e-05,-9.74e-13,-1.6824e-05,5.875
10.0,1.696e-05,-2.42e-13,-1.6956e-05,6.0
10.0,1.7092e-05,-1.774e-12,-1.7091e-05,6.125
10.0,1.7213e-05,-1.366e-12,-1.7214e-05,6.25
10.0,1.7343e-05,4.6e-14,-1.7345e-05,6.375
10.0,1.7462e-05,-7.1e-13,-1.7463e-05,6.5
10.0,1.7561e-05,4.1e-13,-1.7572e-05,6.625
10.0,1.7677e-05,1.786e-12,-1.7675e-05,6.75
10.0,1.7781e-05,-6.06e-13,-1.7774e-05,6.875
10.0,1.7877e-05,-9.32e-13,-1.7874e-05,7.0
10.0,1.797e-05,1.72e-13,-1.7965e-05,7.125
