VAR2 SMU1 Vg (V),SMU2 Current Measurement (A),SMU1 Current Measurement (A),SMU3 Current Measurement (A),SMU2 Voltage Output (V)
10.0,1.53012e-09,-8.2e-14,-1.69284e-09,0.0
10.0,5.6226e-07,-1.38e-13,-5.6263e-07,0.125
10.0,1.11283e-06,-6.58e-13,-1.11332e-06,0.25
10.0,1.6504e-06,-1.188e-12,-1.6499e-06,0.375
10.0,2.1738e-06,-1.246e-12,-2.174e-06,0.5
10.0,2.6857e-06,-1.708e-12,-2.6867e-06,0.625
10.0,3.1866e-06,-7.8e-13,-3.1857e-06,0.75
10.0,3.6695e-06,1.078e-12,-3.671e-06,0.875
10.0,4.1461e-06,-1.316e-12,-4.1451e-06,1.0
10.0,4.6096e-06,-2.98e-13,-4.6117e-06,1.125
10.0,5.06e-06,1.01e-12,-5.0602e-06,1.25
10.0,5.4988e-06,3.42e-13,-5.5002e-06,1.375
10.0,5.9287e-06,-5.2e-14,-5.9254e-06,1.5
10.0,6.3401e-06,-3e-14,-6.3408e-06,1.625
10.0,6.7457e-06,-1.62e-13,-6.746e-06,1.75
10.0,7.1384e-06,-5.82e-13,-7.1363e-06,1.875
10.0,7.5184e-06,-4.14e-13,-7.5191e-06,2.0
10.0,7.8888e-06,-3.26e-13,-7.8889e-06,2.125
10.0,8.2487e-06,-2.1e-13,-8.2482e-06,2.25
10.0,8.596e-06,-5.48e-13,-8.5955e-06,2.375
10.0,8.9329e-06,4e-14,-8.934e-06,2.5
10.0,9.2625e-06,-1.138e-12,-9.2646e-06,2.625
10.0,9.5821e-06,-1.6e-13,-9.5826e-06,2.75
10.0,9.8833e-06,4.96e-13,-9.8887e-06,2.875
10.0,1.01823e-05,9.16e-13,-1.01815e-05,3.0
10.0,1.04677e-05,3.04e-13,-1.04678e-05,3.125
10.0,1.07463e-05,2.76e-13,-1.07452e-05,3.25
10.0,1.10112e-05,-9.8e-14,-1.1011e-05,3.375
10.0,1.1269e-05,5.58e-13,-1.12701e-05,3.5
10.0,1.1518e-05,-2.94e-13,-1.15115e-05,3.625
10.0,1.1753e-05,9.04e-13,-1.1749e-05,3.75
10.0,1.1979e-05,-9.1e-13,-1.198e-05,3.875
10.0,1.2197e-05,6.6e-13,-1.2203e-05,4.0
10.0,1.241e-05,-1.042e-12,-1.2411e-05,4.125
10.0,1.2612e-05,6.2e-14,-1.2615e-05,4.25
10.0,1.2812e-05,-1.34e-12,-1.2809e-05,4.375
10.0,1.2994e-05,-5.98e-13,-1.2999e-05,4.5
10.0,1.3177e-05,4.3e-13,-1.3178e-05,4.625
10.0,1.3344e-05,-4.86e-13,-1.3355e-05,4.75
10.0,1.3519e-05,-3.36e-13,-1.3516e-05,4.875
10.0,1.3672e-05,-7.4e-13,-1.3674e-05,5.0
10.0,1.3823e-05,-1.52e-13,-1.3821e-05,5.125
10.0,1.3963e-05,-2.2e-13,-1.3968e-05,5.25
10.0,1.4101e-05,-7.6e-13,-1.41e-05,5.375
10.0,1.4227e-05,-1.582e-12,-1.4233e-05,5.5
10.0,1.4358e-05,-1.38e-13,-1.4361e-05,5.625
10.0,1.4473e-05,-9.9e-13,-1.4481e-05,5.75
10.0,1.4587e-05,-1.042e-12,-1.4589e-05,5.875
10.0,1.4691e-05,-1.04e-13,-1.4701e-05,6.0
10.0,1.4802e-05,-7.1e-13,-1.4806e-05,6.125
10.0,1.49e-05,-5.68e-13,-1.4902e-05,6.25
10.0,1.4991e-05,-1.232e-12,-1.4997e-05,6.375
10.0,1.5081e-05,-9.42e-13,-1.5085e-05,6.5
10.0,1.5162e-05,-4.32e-13,-1.5169e-05,6.625
10.0,1.5244e-05,-4.48e-13,-1.525e-05,6.75
10.0,1.5327e-05,-6.46e-13,-1.5333e-05,6.875
10.0,1.5398e-05,-2.2e-14,-1.5407e-05,7.0
10.0,1.5471e-05,-3.36e-13,-1.5478e-05,7.125
10.0,1.5534e-05,-7.38e-13,-1.5539e-05,7.25
10.0,1.5598e-05,-4.86e-13,-1.5609e-05,7.375
10.0,1.5669e-05,-7.4e-13,-1.5665e-05,7.5
10.0,1.5722e-05,-1.04e-12,-1.5725e-05,7.625
10.0,1.5768e-05,-4.96e-13,-1.5768e-05,7.75
10.0,1.5823e-05,-7.56e-13,-1.5831e-05,7.875
10.0,1.5869e-05,-5.4e-13,-1.5877e-05,8.0
10.0,1.5917e-05,-3.42e-13,-1.5925e-05,8.125
10.0,1.5969e-05,-1.076e-12,-1.5971e-05,8.25
10.0,1.6016e-05,-9.4e-14,-1.601e-05,8.375
10.0,1.6055e-05,-1.138e-12,-1.6062e-05,8.5
10.0,1.6089e-05,3.16e-13,-1.6101e-05,8.625
10.0,1.6142e-05,-3.32e-13,-1.6144e-05,8.75
10.0,1.6172e-05,-6.2e-13,-1.6177e-05,8.875
10.0,1.6211e-05,-3.456e-12,-1.6222e-05,9.0
