VAR2 SMU1 Vg (V),SMU2 Current Measurement (A),SMU1 Current Measurement (A),SMU3 Current Measurement (A),SMU2 Voltage Output (V)
9.5,1.024e-12,-3.84e-13,8.12e-13,3.75
9.5,5.16e-13,-5.16e-13,1.284e-12,3.875
9.5,7.54e-13,2e-14,9.22e-13,4.0
9.5,1e-12,1.9e-13,9.22e-13,4.125
9.5,7.2e-13,-5.7e-13,1.064e-12,4.25
9.5,7.84e-13,-6.12e-13,1.32e-12,4.375
9.5,4.12e-13,-5.08e-13,7.06e-13,4.5
9.5,5.58e-13,6.4e-14,1.13e-12,4.625
9.5,1.122e-12,2.08e-13,7.68e-13,4.75
9.5,9.12e-13,2.6e-14,9.54e-13,4.875
9.5,8.24e-13,-1.8e-14,9.78e-13,5.0
9.5,1.214e-12,-1.92e-13,8.88e-13,5.125
9.5,7.46e-13,0.0,8.2e-13,5.25
9.5,5.16e-13,-1.12e-13,8.78e-13,5.375
9.5,1.19e-12,-3e-13,9.82e-13,5.5
9.5,1.024e-12,9.8e-14,7.02e-13,5.625
9.5,6.24e-13,1.6e-14,7.48e-13,5.75
9.5,7.16e-13,1.98e-13,8.28e-13,5.875
9.5,8.92e-13,-5.04e-13,6.4e-13,6.0
9.5,7.36e-13,-3.06e-13,1.266e-12,6.125
9.5,8.24e-13,-2.2e-14,7.5e-13,6.25
9.5,6.76e-13,3.4e-14,9.48e-13,6.375
9.5,9.24e-13,-3.7e-13,1.046e-12,6.5
9.5,6.22e-13,-2e-13,1.094e-12,6.625
9.5,7.16e-13,-4.96e-13,1.372e-12,6.75
9.5,1.114e-12,-1.62e-13,1.058e-12,6.875
9.5,7.84e-13,-6.8e-14,1.364e-12,7.0
9.5,2.5e-13,-4.6e-14,1.138e-12,7.125
9.5,9.54e-13,-2.6e-14,1.334e-12,7.25
9.5,6.64e-13,-7.68e-13,7.42e-13,7.375
9.5,1.038e-12,-2.7e-13,8.48e-13,7.5
9.5,7.14e-13,-3.8e-13,9.34e-13,7.625
9.5,3.9e-13,-1.7e-13,6.94e-13,7.75
9.5,9.42e-13,-9.4e-14,9.7e-13,7.875
9.5,8.08e-13,1.26e-13,1.124e-12,8.0
9.5,3.98e-13,-2.92e-13,1.124e-12,8.125
9.5,7.52e-13,3e-14,1.388e-12,8.25
9.5,1.132e-12,8.6e-14,8.4e-13,8.375
9.5,6.04e-13,-4e-14,1.078e-12,8.5
9.5,8.68e-13,3.48e-13,6.78e-13,8.625
9.5,8.86e-13,-1.56e-13,8.84e-13,8.75
9.5,8.86e-13,-6.6e-14,1.174e-12,8.875
9.5,1.316e-12,-5.98e-13,1.094e-12,9.0
9.5,7.84e-13,2.96e-13,8.4e-13,9.125
9.5,5.28e-13,-2e-13,1.026e-12,9.25
9.5,5.2e-13,-1.7e-13,8.5e-13,9.375
9.5,6.88e-13,-4.92e-13,1.08e-12,9.5
9.5,8.62e-13,2.3e-13,8.56e-13,9.625
9.5,7.48e-13,-3.28e-13,1.154e-12,9.75
9.5,6.9e-13,-7.6e-14,1.122e-12,9.875
9.5,8.88e-13,-2.24e-13,1.164e-12,10.0
9.5,6.14e-13,-1.18e-13,1.096e-12,10.0
9.5,4.48e-13,3.04e-13,7.72e-13,9.875
9.5,4.94e-13,1.02e-13,1.042e-12,9.75
9.5,7.74e-13,-2.08e-13,9.28e-13,9.625
9.5,5.94e-13,-1.2e-14,1.168e-12,9.5
9.5,1e-12,1.3e-13,1.088e-12,9.375
9.5,7.24e-13,-1.7e-13,9.48e-13,9.25
9.5,8.14e-13,-1.28e-13,1.156e-12,9.125
9.5,4.1e-13,-3.72e-13,1.476e-12,9.0
9.5,6.9e-13,-1.7e-13,9.46e-13,8.875
9.5,4.5e-13,-1.22e-13,1.042e-12,8.75
9.5,7.62e-13,-1.2e-14,1.176e-12,8.625
9.5,6.78e-13,1.26e-13,9.98e-13,8.5
9.5,8.1e-13,-9e-14,7.2e-13,8.375
9.5,1.082e-12,-2.08e-13,1.16e-12,8.25
9.5,8.6e-13,2.08e-13,8.16e-13,8.125
9.5,4.5e-13,2.38e-13,7.78e-13,8.0
9.5,9.1e-13,-1.94e-13,1.346e-12,7.875
9.5,2.46e-13,1.88e-13,1.046e-12,7.75
9.5,7.7e-13,-9.4e-14,1.138e-12,7.625
9.5,6.58e-13,-3.28e-13,1.27e-12,7.5
9.5,4.68e-13,-2.4e-14,7.58e-13,7.375
9.5,8.14e-13,-1.2e-14,1.058e-12,7.25
9.5,8.94e-13,-9.4e-14,1.328e-12,7.125
9.5,6.36e-13,-8.4e-14,1.144e-12,7.0
9.5,4e-13,2.86e-13,1.018e-12,6.875
9.5,7.3e-13,-3.48e-13,1.018e-12,6.75
9.5,5.64e-13,4.66e-13,1.072e-12,6.625
9.5,1.78e-13,-1.28e-13,1.03e-12,6.5
9.5,4.82e-13,1.2e-14,1.074e-12,6.375
9.5,6.46e-13,2.74e-13,1.042e-12,6.25
9.5,6.54e-13,2.46e-13,1.002e-12,6.125
9.5,7.04e-13,1.42e-13,1.06e-12,6.0
9.5,4.3e-13,-1.18e-13,1.18e-12,5.875
9.5,6.48e-13,3.12e-13,8.78e-13,5.75
9.5,3.18e-13,6e-14,1.046e-12,5.625
9.5,1.064e-12,1.42e-13,1.106e-12,5.5
9.5,8.46e-13,-2.9e-13,7.52e-13,5.375
9.5,4.38e-13,-8.3e-13,7.14e-13,5.25
9.5,7.78e-13,-2e-15,7.9e-13,5.125
9.5,6.26e-13,-2.14e-13,9.74e-13,5.0
9.5,2.64e-13,-7.2e-14,7.72e-13,4.875
9.5,1.118e-12,-5.2e-14,9.5e-13,4.75
9.5,6.94e-13,2.58e-13,9.22e-13,4.625
9.5,4.82e-13,-6e-14,1.126e-12,4.5
9.5,8.78e-13,1.74e-13,6.7e-13,4.375
9.5,2.28e-13,2.78e-13,1.308e-12,4.25
9.5,8.12e-13,-1.14e-13,1.244e-12,4.125
9.5,9.62e-13,7.8e-14,9.22e-13,4.0
9.5,4.96e-13,4.38e-13,9.14e-13,3.875
9.5,7.84e-13,-7.1e-13,1.066e-12,3.75
9.5,5.62e-13,-6.4e-13,1.08e-12,3.625
9.5,6.24e-13,4.34e-13,1.334e-12,3.5
9.5,9.62e-13,-1.7e-13,9.42e-13,3.375
9.5,4.84e-13,-2.36e-13,1.058e-12,3.25
9.5,7.34e-13,4.6e-14,1.18e-12,3.125
9.5,1.034e-12,2.94e-13,1.174e-12,3.0
9.5,5.64e-13,3.82e-13,1.078e-12,2.875
9.5,9.62e-13,-4.46e-13,9.72e-13,2.75
9.5,5.84e-13,-2.78e-13,1.016e-12,2.625
9.5,4.24e-13,-2.6e-14,1.256e-12,2.5
9.5,6.68e-13,-2.4e-14,1.144e-12,2.375
9.5,6.7e-13,-8.4e-14,1.012e-12,2.25
9.5,2.74e-13,-8.4e-14,8.44e-13,2.125
9.5,7.62e-13,5.04e-13,9.58e-13,2.0
9.5,7.76e-13,-2.26e-13,1.18e-12,1.875
9.5,8.28e-13,-2.26e-13,9.84e-13,1.75
9.5,1.222e-12,-2.98e-13,9.56e-13,1.625
9.5,8.38e-13,2.24e-13,9.9e-13,1.5
9.5,5.2e-13,-3.4e-14,1.154e-12,1.375
9.5,1.124e-12,-3.72e-13,9.26e-13,1.25
9.5,9.36e-13,-7.4e-14,8.5e-13,1.125
9.5,1.92e-13,1.54e-13,9.82e-13,1.0
9.5,8.02e-13,5.4e-13,1.054e-12,0.875
9.5,6.64e-13,-2.78e-13,1.156e-12,0.75
9.5,6.66e-13,3.42e-13,8.26e-13,0.625
9.5,6.26e-13,-3.54e-13,9.86e-13,0.5
9.5,5.42e-13,-3.06e-13,1.244e-12,0.375
9.5,7.36e-13,2.2e-13,1.058e-12,0.25
9.5,8e-13,-3.08e-13,1.186e-12,0.125
9.5,7.44e-13,-2.96e-13,1.102e-12,0.0
9.0,1.09e-12,-1.72e-13,1.044e-12,0.0
9.0,9.82e-13,2.72e-13,6.54e-13,0.125
9.0,3.5e-13,-5.12e-13,8.86e-13,0.25
9.0,7.84e-13,-2.7e-13,9.86e-13,0.375
9.0,9.08e-13,-1.2e-14,8.04e-13,0.5
9.0,3.82e-13,7.8e-14,9.6e-13,0.625
9.0,6.12e-13,-3.74e-13,1.16e-12,0.75
9.0,7.76e-13,8.6e-14,9.52e-13,0.875
9.0,5.12e-13,3.8e-14,1.058e-12,1.0
9.0,1.266e-12,-1.48e-13,9.36e-13,1.125
9.0,8.66e-13,-9.6e-14,9.12e-13,1.25
9.0,7.32e-13,-2.14e-13,1.028e-12,1.375
9.0,8.28e-13,-4.5e-13,1.224e-12,1.5
9.0,8.24e-13,-2.82e-13,9.74e-13,1.625
9.0,7.2e-13,-2.06e-13,7.92e-13,1.75
9.0,3.44e-13,-3.1e-13,9.78e-13,1.875
9.0,8.68e-13,4.8e-13,1.232e-12,2.0
9.0,9.24e-13,6.32e-13,9.16e-13,2.125
9.0,7.42e-13,1.04e-13,8.92e-13,2.25
9.0,1.262e-12,-4.36e-13,1.202e-12,2.375
9.0,7.12e-13,9e-14,1.358e-12,2.5
9.0,3.98e-13,-3.46e-13,9.72e-13,2.625
9.0,1.054e-12,2.02e-13,1.226e-12,2.75
9.0,6.18e-13,1.1e-13,8.84e-13,2.875
9.0,6.74e-13,-2.24e-13,9.06e-13,3.0
9.0,1.342e-12,-2.26e-13,1.064e-12,3.125
9.0,6.78e-13,1.58e-13,1.24e-12,3.25
9.0,3.92e-13,-5.3e-13,1.09e-12,3.375
9.0,6.46e-13,3.86e-13,9.38e-13,3.5
9.0,6.4e-13,2.54e-13,8.84e-13,3.625
9.0,6.36e-13,9e-14,1.276e-12,3.75
9.0,1.018e-12,2e-15,1.012e-12,3.875
9.0,9.22e-13,2.9e-13,7.28e-13,4.0
9.0,4.94e-13,-2.22e-13,1.094e-12,4.125
9.0,8.66e-13,-5.6e-14,9.1e-13,4.25
9.0,9.14e-13,-1.1e-13,9.12e-13,4.375
9.0,6.5e-13,3.22e-13,1.162e-12,4.5
9.0,7.84e-13,7.4e-14,1.018e-12,4.625
9.0,7.28e-13,1.52e-13,1.018e-12,4.75
9.0,5.92e-13,-2.12e-13,1.296e-12,4.875
9.0,1.104e-12,1.16e-13,1.092e-12,5.0
9.0,3.02e-13,-8.2e-14,1.15e-12,5.125
9.0,6.64e-13,-6.6e-14,1.112e-12,5.25
9.0,6.9e-13,2.6e-14,9.5e-13,5.375
9.0,6.72e-13,-2.64e-13,9.56e-13,5.5
9.0,7.04e-13,-6.8e-14,9.86e-13,5.625
9.0,5.7e-13,-3.56e-13,1.038e-12,5.75
9.0,8.18e-13,-1.88e-13,1.232e-12,5.875
9.0,7.02e-13,5e-14,1.092e-12,6.0
9.0,8.98e-13,-2.88e-13,1.056e-12,6.125
9.0,9.04e-13,-3.1e-13,8.48e-13,6.25
9.0,9.04e-13,-1.26e-13,7.36e-13,6.375
9.0,7.26e-13,-1.14e-13,1.148e-12,6.5
9.0,9.82e-13,-2.78e-13,1.142e-12,6.625
9.0,6.02e-13,-1.2e-14,9.52e-13,6.75
9.0,9.68e-13,-1.86e-13,8.32e-13,6.875
9.0,8.52e-13,-4.6e-14,8.52e-13,7.0
9.0,5.8e-13,-3.6e-14,1.078e-12,7.125
9.0,4.6e-13,1.66e-13,8.2e-13,7.25
9.0,9.2e-13,-2.4e-14,1.03e-12,7.375
9.0,6.98e-13,1.28e-13,8.3e-13,7.5
9.0,3.36e-13,-1e-14,1.346e-12,7.625
9.0,6.24e-13,-2.44e-13,1.17e-12,7.75
9.0,1.024e-12,2.46e-13,9.16e-13,7.875
9.0,9.26e-13,-2.46e-13,1.312e-12,8.0
9.0,6.38e-13,-3.14e-13,9.8e-13,8.125
9.0,8.7e-13,-2.44e-13,1.104e-12,8.25
9.0,6.12e-13,-9.6e-14,8.36e-13,8.375
9.0,9.44e-13,-2.5e-13,1.08e-12,8.5
9.0,8.92e-13,-4.6e-14,1.44e-12,8.625
9.0,4.82e-13,1.36e-13,8.3e-13,8.75
9.0,1.024e-12,-1.84e-13,9.18e-13,8.875
9.0,4.74e-13,1.66e-13,1.032e-12,9.0
9.0,8.56e-13,-2.34e-13,7.24e-13,9.125
9.0,1.206e-12,-2.44e-13,9.92e-13,9.25
9.0,1.074e-12,1.42e-13,1.304e-12,9.375
9.0,8.96e-13,2.36e-13,8.6e-13,9.5
9.0,4.68e-13,2.4e-14,8.88e-13,9.625
9.0,1.056e-12,-2.22e-13,1.046e-12,9.75
9.0,9.08e-13,9.8e-14,8.52e-13,9.875
9.0,6.9e-13,-1.82e-13,1.136e-12,10.0
9.0,3.24e-13,-3.88e-13,7.04e-13,10.0
9.0,1.036e-12,-3.74e-13,1.02e-12,9.875
9.0,8.2e-13,5.4e-13,7.32e-13,9.75
9.0,3.2e-13,-6.8e-14,1.012e-12,9.625
9.0,9.66e-13,-3.84e-13,9.06e-13,9.5
9.0,6.9e-13,-2.5e-13,9.6e-13,9.375
9.0,6.26e-13,-3.4e-13,1.14e-12,9.25
9.0,8.22e-13,2.08e-13,1.016e-12,9.125
9.0,7.6e-13,2e-13,7.46e-13,9.0
9.0,7.98e-13,-7.8e-14,1.076e-12,8.875
9.0,7.02e-13,-2.52e-13,9.14e-13,8.75
9.0,1.122e-12,-1.94e-13,9.66e-13,8.625
9.0,5.58e-13,9e-14,9.88e-13,8.5
9.0,4.26e-13,-2.6e-14,1.08e-12,8.375
9.0,5.62e-13,-6e-15,1.078e-12,8.25
9.0,5.38e-13,1.8e-13,9.6e-13,8.125
9.0,6.28e-13,2.48e-13,7.72e-13,8.0
9.0,6.68e-13,6e-15,1.004e-12,7.875
9.0,5.86e-13,-9.4e-14,9.2e-13,7.75
9.0,4.24e-13,-2.32e-13,9.42e-13,7.625
9.0,1.168e-12,-3.16e-13,1.046e-12,7.5
9.0,9.56e-13,-6.2e-14,8.18e-13,7.375
9.0,4.34e-13,1.04e-13,9.6e-13,7.25
9.0,8.84e-13,-2.6e-13,1.068e-12,7.125
9.0,7.36e-13,4.82e-13,9.74e-13,7.0
9.0,8.2e-14,4e-15,1.032e-12,6.875
9.0,6.12e-13,9.6e-14,1.44e-12,6.75
9.0,7e-13,3.4e-14,9.98e-13,6.625
9.0,5.52e-13,-4.58e-13,9.08e-13,6.5
9.0,8.82e-13,-9e-14,9.66e-13,6.375
9.0,8.58e-13,2.64e-13,1.072e-12,6.25
9.0,4.66e-13,4.16e-13,1.078e-12,6.125
9.0,5.92e-13,1.76e-13,1.004e-12,6.0
9.0,4.12e-13,-3.8e-14,8.98e-13,5.875
9.0,8.38e-13,-6.16e-13,1.1e-12,5.75
9.0,5.7e-13,-1.72e-13,9.36e-13,5.625
9.0,5.62e-13,1.64e-13,6.82e-13,5.5
9.0,4.04e-13,-2.8e-13,4.16e-13,5.375
9.0,4e-13,1.56e-13,9.36e-13,5.25
9.0,6.92e-13,2.62e-13,9.16e-13,5.125
9.0,7.24e-13,1.82e-13,1.062e-12,5.0
9.0,4.44e-13,-1.32e-13,9.38e-13,4.875
9.0,7.02e-13,-2.4e-14,1.226e-12,4.75
9.0,8.62e-13,-6e-15,1.188e-12,4.625
9.0,5.64e-13,2e-15,8.8e-13,4.5
9.0,9.24e-13,-1.58e-13,1.124e-12,4.375
9.0,1.04e-12,-5e-14,1.066e-12,4.25
9.0,6.08e-13,-1.16e-13,1.048e-12,4.125
9.0,6.14e-13,-4.58e-13,8.78e-13,4.0
9.0,8.48e-13,-1.3e-13,1.056e-12,3.875
9.0,1.4e-13,-1.2e-14,9.72e-13,3.75
9.0,3.08e-13,-1.7e-13,8.32e-13,3.625
9.0,1.106e-12,1.42e-13,1.094e-12,3.5
9.0,5.5e-13,8.6e-14,1.078e-12,3.375
9.0,6.52e-13,3.44e-13,1.134e-12,3.25
9.0,6.04e-13,-3.6e-14,1.088e-12,3.125
9.0,6.26e-13,2e-14,8.48e-13,3.0
9.0,8.78e-13,6e-14,1.002e-12,2.875
9.0,4.8e-14,-3.4e-14,1.042e-12,2.75
9.0,8.2e-14,1.04e-13,1.206e-12,2.625
9.0,8.14e-13,-6e-14,1.004e-12,2.5
9.0,6.64e-13,8.4e-14,9.82e-13,2.375
9.0,8.2e-13,1e-14,1.292e-12,2.25
9.0,7.5e-13,1.42e-13,1.084e-12,2.125
9.0,5.9e-13,-2.72e-13,1.292e-12,2.0
9.0,8.34e-13,9.8e-14,1.08e-12,1.875
