VAR2 SMU1 Vg (V),SMU2 Current Measurement (A),SMU1 Current Measurement (A),SMU3 Current Measurement (A),SMU2 Voltage Output (V)
10.0,6.13e-05,-6.58e-13,-6.1307e-05,6.625
10.0,6.1706e-05,-7.74e-13,-6.1705e-05,6.75
10.0,6.2076e-05,-2.08e-13,-6.2088e-05,6.875
10.0,6.2462e-05,-7.8e-14,-6.2458e-05,7.0
10.0,6.28e-05,-1.508e-12,-6.281e-05,7.125
10.0,6.314e-05,-9.34e-13,-6.3142e-05,7.25
10.0,6.3459e-05,-3.8e-14,-6.3469e-05,7.375
10.0,6.3774e-05,-1.16e-12,-6.3773e-05,7.5
10.0,6.4068e-05,-1.406e-12,-6.4084e-05,7.625
10.0,6.4357e-05,-6.7e-13,-6.438e-05,7.75
10.0,6.4649e-05,-8.02e-13,-6.4649e-05,7.875
10.0,6.4911e-05,-6.6e-14,-6.4917e-05,8.0
10.0,6.5173e-05,5.62e-13,-6.5205e-05,8.125
10.0,6.5432e-05,-1.52e-13,-6.5451e-05,8.25
10.0,6.5694e-05,7.46e-13,-6.569e-05,8.375
10.0,6.5902e-05,4.28e-13,-6.5944e-05,8.5
10.0,6.6167e-05,5.98e-13,-6.6183e-05,8.625
10.0,6.6386e-05,2.02e-13,-6.6401e-05,8.75
10.0,6.6601e-05,1.01e-12,-6.6606e-05,8.875
10.0,6.6813e-05,-4.3e-13,-6.6849e-05,9.0
10.0,6.7015e-05,-1.266e-12,-6.7017e-05,9.125
10.0,6.7244e-05,-1.71e-12,-6.724e-05,9.25
10.0,6.7434e-05,-5.94e-13,-6.743e-05,9.375
10.0,6.762e-05,1.776e-12,-6.7629e-05,9.5
10.0,6.7813e-05,-9.24e-13,-6.7832e-05,9.625
10.0,6.8007e-05,-7.68e-13,-6.8027e-05,9.75
10.0,6.8191e-05,-2.104e-12,-6.8175e-05,9.875
10.0,6.8354e-05,-2.544e-12,-6.8383e-05,10.0
10.0,6.8376e-05,-3.58e-13,-6.8373e-05,10.0
10.0,6.8217e-05,-4.8e-13,-6.8198e-05,9.875
10.0,6.8046e-05,1.2e-12,-6.8048e-05,9.75
10.0,6.7866e-05,6.42e-13,-6.7876e-05,9.625
10.0,6.769e-05,1.22e-13,-6.7679e-05,9.5
10.0,6.7489e-05,-3.42e-13,-6.7494e-05,9.375
10.0,6.7282e-05,1.39e-12,-6.7288e-05,9.25
10.0,6.7093e-05,4e-15,-6.7106e-05,9.125
10.0,6.6894e-05,-2.62e-13,-6.6883e-05,9.0
10.0,6.6673e-05,-7.16e-13,-6.6655e-05,8.875
10.0,6.6451e-05,-4.8e-13,-6.6452e-05,8.75
10.0,6.6238e-05,1.94e-12,-6.6236e-05,8.625
10.0,6.6014e-05,1.716e-12,-6.5988e-05,8.5
10.0,6.5745e-05,-1.88e-13,-6.5759e-05,8.375
10.0,6.5511e-05,1.2e-14,-6.5507e-05,8.25
10.0,6.5259e-05,6e-14,-6.525e-05,8.125
10.0,6.4995e-05,-9.66e-13,-6.4984e-05,8.0
10.0,6.4724e-05,-7.44e-13,-6.4713e-05,7.875
10.0,6.4431e-05,7.08e-13,-6.4433e-05,7.75
10.0,6.415e-05,8e-14,-6.414e-05,7.625
10.0,6.3838e-05,-3.2e-13,-6.382e-05,7.5
10.0,6.3509e-05,4.18e-13,-6.3505e-05,7.375
10.0,6.3191e-05,9.74e-13,-6.316e-05,7.25
10.0,6.2841e-05,2.634e-12,-6.2816e-05,7.125
10.0,6.248e-05,2.74e-13,-6.2471e-05,7.0
10.0,6.2104e-05,-3.96e-13,-6.2094e-05,6.875
10.0,6.1717e-05,5.66e-13,-6.172e-05,6.75
10.0,6.1326e-05,2.134e-12,-6.1321e-05,6.625
10.0,6.0903e-05,1.872e-12,-6.0899e-05,6.5
10.0,6.046e-05,1.526e-12,-6.0452e-05,6.375
10.0,6.0004e-05,2.952e-12,-5.9991e-05,6.25
10.0,5.9524e-05,1.646e-12,-5.9512e-05,6.125
10.0,5.903e-05,7.5e-13,-5.9024e-05,6.0
10.0,5.8505e-05,3.32e-13,-5.8502e-05,5.875
10.0,5.7975e-05,-7.6e-14,-5.7963e-05,5.75
10.0,5.7425e-05,-4.26e-13,-5.7417e-05,5.625
10.0,5.6835e-05,-1.058e-12,-5.6825e-05,5.5
10.0,5.6233e-05,3.158e-12,-5.6218e-05,5.375
10.0,5.5601e-05,2.392e-12,-5.5597e-05,5.25
10.0,5.4932e-05,-4e-14,-5.4936e-05,5.125
10.0,5.4257e-05,1.372e-12,-5.4249e-05,5.0
10.0,5.3556e-05,6.6e-13,-5.3542e-05,4.875
10.0,5.2826e-05,-7.92e-13,-5.2808e-05,4.75
10.0,5.2051e-05,1.148e-12,-5.2054e-05,4.625
10.0,5.127e-05,2.032e-12,-5.1258e-05,4.5
10.0,5.0448e-05,-1.484e-12,-5.0438e-05,4.375
10.0,4.9603e-05,-2.2e-14,-4.9587e-05,4.25
10.0,4.8712e-05,1.098e-12,-4.871e-05,4.125
10.0,4.7812e-05,-1.7e-13,-4.779e-05,4.0
10.0,4.6874e-05,-6.96e-13,-4.6864e-05,3.875
10.0,4.5894e-05,6.26e-13,-4.5888e-05,3.75
10.0,4.4888e-05,-2.72e-13,-4.4891e-05,3.625
10.0,4.3862e-05,7.86e-13,-4.3853e-05,3.5
10.0,4.2795e-05,-1.6e-14,-4.2786e-05,3.375
10.0,4.1687e-05,-1.176e-12,-4.1686e-05,3.25
10.0,4.0548e-05,6.26e-13,-4.0547e-05,3.125
10.0,3.9377e-05,2.126e-12,-3.9372e-05,3.0
10.0,3.8186e-05,-6.4e-13,-3.8184e-05,2.875
10.0,3.6937e-05,9.8e-14,-3.6939e-05,2.75
10.0,3.5666e-05,1.38e-12,-3.5657e-05,2.625
10.0,3.4355e-05,3.12e-13,-3.435e-05,2.5
10.0,3.3002e-05,2.296e-12,-3.3e-05,2.375
10.0,3.1613e-05,2.798e-12,-3.1614e-05,2.25
10.0,3.0203e-05,2.264e-12,-3.0202e-05,2.125
10.0,2.8745e-05,1.12e-12,-2.8735e-05,2.0
10.0,2.7244e-05,-2.24e-13,-2.7241e-05,1.875
10.0,2.5706e-05,1.214e-12,-2.5709e-05,1.75
10.0,2.4135e-05,-1.28e-13,-2.4126e-05,1.625
10.0,2.2521e-05,-1.54e-12,-2.252e-05,1.5
10.0,2.0876e-05,-4.64e-13,-2.088e-05,1.375
10.0,1.9186e-05,-2.18e-13,-1.9185e-05,1.25
10.0,1.7451e-05,1.344e-12,-1.7448e-05,1.125
10.0,1.5673e-05,1.024e-12,-1.5678e-05,1.0
10.0,1.3857e-05,-6.24e-13,-1.386e-05,0.875
10.0,1.2018e-05,1.196e-12,-1.2016e-05,0.75
10.0,1.0118e-05,-1.4e-13,-1.0116e-05,0.625
10.0,8.1791e-06,1.142e-12,-8.1762e-06,0.5
10.0,6.1972e-06,7.88e-13,-6.1945e-06,0.375
10.0,4.1711e-06,6.3e-13,-4.1696e-06,0.25
10.0,2.105e-06,7.2e-14,-2.1023e-06,0.125
10.0,4.25442e-09,-1.232e-12,-5.10408e-09,0.0
9.5,4.77364e-09,-2.08e-13,-5.56888e-09,0.0
9.5,1.9072e-06,-8.12e-13,-1.9068e-06,0.125
9.5,3.7784e-06,-1.552e-12,-3.7781e-06,0.25
9.5,5.6051e-06,4.92e-13,-5.6071e-06,0.375
9.5,7.3896e-06,7.46e-13,-7.3929e-06,0.5
9.5,9.133e-06,-2.3e-13,-9.1346e-06,0.625
9.5,1.08364e-05,-7.16e-13,-1.08369e-05,0.75
9.5,1.2486e-05,-3.96e-13,-1.2486e-05,0.875
9.5,1.4105e-05,-6.38e-13,-1.4104e-05,1.0
9.5,1.5682e-05,-3.74e-13,-1.5684e-05,1.125
9.5,1.7219e-05,2.512e-12,-1.7222e-05,1.25
9.5,1.8723e-05,-4.84e-13,-1.8719e-05,1.375
9.5,2.0169e-05,-1.094e-12,-2.0172e-05,1.5
9.5,2.1585e-05,-3.82e-13,-2.1592e-05,1.625
9.5,2.2971e-05,1.29e-12,-2.2972e-05,1.75
9.5,2.4314e-05,2.512e-12,-2.432e-05,1.875
9.5,2.5618e-05,-1.272e-12,-2.563e-05,2.0
9.5,2.6889e-05,-1.244e-12,-2.6894e-05,2.125
9.5,2.812e-05,-4.14e-13,-2.8123e-05,2.25
9.5,2.9316e-05,-4.38e-13,-2.9316e-05,2.375
9.5,3.0475e-05,1.532e-12,-3.0487e-05,2.5
9.5,3.16e-05,2.6e-13,-3.1609e-05,2.625
9.5,3.2698e-05,8.68e-13,-3.2697e-05,2.75
9.5,3.3754e-05,3.6e-13,-3.3758e-05,2.875
9.5,3.477e-05,2.62e-13,-3.4775e-05,3.0
9.5,3.5753e-05,1.37e-12,-3.5758e-05,3.125
9.5,3.671e-05,1.072e-12,-3.6716e-05,3.25
9.5,3.7634e-05,-1.026e-12,-3.7646e-05,3.375
9.5,3.852e-05,-9.14e-13,-3.8524e-05,3.5
9.5,3.9387e-05,3.34e-13,-3.9397e-05,3.625
9.5,4.0218e-05,-5.24e-13,-4.0223e-05,3.75
9.5,4.1015e-05,2.792e-12,-4.102e-05,3.875
9.5,4.1784e-05,-2.508e-12,-4.1792e-05,4.0
9.5,4.2519e-05,-6.2e-13,-4.2531e-05,4.125
9.5,4.323e-05,-1.814e-12,-4.324e-05,4.25
9.5,4.3908e-05,-2.154e-12,-4.3931e-05,4.375
9.5,4.4564e-05,-2.18e-13,-4.4574e-05,4.5
9.5,4.5206e-05,-9.12e-13,-4.5204e-05,4.625
9.5,4.5807e-05,-1.536e-12,-4.581e-05,4.75
9.5,4.6378e-05,-9.44e-13,-4.6388e-05,4.875
9.5,4.6928e-05,-1.41e-12,-4.6932e-05,5.0
9.5,4.7465e-05,-4.5e-13,-4.7461e-05,5.125
9.5,4.7968e-05,-6.34e-13,-4.7981e-05,5.25
9.5,4.8455e-05,-6.7e-13,-4.8458e-05,5.375
9.5,4.8913e-05,-1.348e-12,-4.8928e-05,5.5
9.5,4.9347e-05,-1.8e-13,-4.9353e-05,5.625
9.5,4.9785e-05,7.4e-14,-4.9795e-05,5.75
9.5,5.018e-05,-5.22e-13,-5.0203e-05,5.875
9.5,5.0563e-05,7.44e-13,-5.0583e-05,6.0
9.5,5.0931e-05,-5.38e-13,-5.0946e-05,6.125
9.5,5.1296e-05,-8e-13,-5.13e-05,6.25
9.5,5.1618e-05,-2.8e-13,-5.1614e-05,6.375
9.5,5.1935e-05,4.04e-13,-5.1955e-05,6.5
9.5,5.2246e-05,-1.164e-12,-5.2253e-05,6.625
9.5,5.2525e-05,-3.26e-13,-5.2556e-05,6.75
9.5,5.2822e-05,-2.672e-12,-5.2839e-05,6.875
9.5,5.3088e-05,-1.628e-12,-5.3102e-05,7.0
9.5,5.3348e-05,-5.58e-13,-5.3355e-05,7.125
9.5,5.3592e-05,-3.42e-13,-5.3597e-05,7.25
9.5,5.3837e-05,-3.5e-13,-5.384e-05,7.375
9.5,5.4069e-05,2.52e-13,-5.4079e-05,7.5
9.5,5.4288e-05,-1.24e-13,-5.4302e-05,7.625
9.5,5.4496e-05,-1.12e-12,-5.4501e-05,7.75
9.5,5.4714e-05,-5.82e-13,-5.472e-05,7.875
9.5,5.49e-05,1.94e-13,-5.491e-05,8.0
9.5,5.5097e-05,1.98e-13,-5.5102e-05,8.125
9.5,5.5289e-05,-1.84e-13,-5.5291e-05,8.25
9.5,5.547e-05,-2.086e-12,-5.5466e-05,8.375
9.5,5.564e-05,-5.96e-13,-5.5661e-05,8.5
9.5,5.5812e-05,4e-15,-5.5815e-05,8.625
9.5,5.5975e-05,1.168e-12,-5.599e-05,8.75
9.5,5.615e-05,1.98e-13,-5.6163e-05,8.875
9.5,5.63e-05,-8.76e-13,-5.6335e-05,9.0
9.5,5.6465e-05,6.4e-14,-5.6471e-05,9.125
9.5,5.6621e-05,-1.88e-13,-5.6614e-05,9.25
9.5,5.6755e-05,-1.202e-12,-5.6782e-05,9.375
9.5,5.6914e-05,-7.98e-13,-5.6929e-05,9.5
9.5,5.7052e-05,-2.6e-13,-5.7069e-05,9.625
9.5,5.7195e-05,-3.08e-13,-5.7203e-05,9.75
9.5,5.734e-05,8e-14,-5.7355e-05,9.875
9.5,5.7481e-05,-8.8e-13,-5.7483e-05,10.0
9.5,5.7494e-05,5.1e-13,-5.7496e-05,10.0
9.5,5.7376e-05,-7e-14,-5.7391e-05,9.875
9.5,5.7249e-05,1.414e-12,-5.7253e-05,9.75
9.5,5.712e-05,-4.74e-13,-5.7133e-05,9.625
9.5,5.7001e-05,-1.392e-12,-5.6979e-05,9.5
9.5,5.6855e-05,-5.26e-13,-5.6837e-05,9.375
9.5,5.6713e-05,-7.14e-13,-5.6712e-05,9.25
9.5,5.6565e-05,1.026e-12,-5.6557e-05,9.125
9.5,5.6408e-05,3.56e-13,-5.6399e-05,9.0
9.5,5.6254e-05,3.94e-13,-5.6252e-05,8.875
9.5,5.6099e-05,8.28e-13,-5.6091e-05,8.75
9.5,5.5933e-05,1.95e-12,-5.5935e-05,8.625
9.5,5.5776e-05,-3.96e-13,-5.5765e-05,8.5
9.5,5.5591e-05,-1.31e-12,-5.5571e-05,8.375
9.5,5.5417e-05,6.2e-13,-5.5417e-05,8.25
9.5,5.5236e-05,5.02e-13,-5.5235e-05,8.125
9.5,5.5068e-05,1.8e-14,-5.5066e-05,8.0
9.5,5.4864e-05,1.48e-13,-5.484e-05,7.875
9.5,5.4657e-05,4.54e-13,-5.4646e-05,7.75
9.5,5.4423e-05,-1.52e-13,-5.443e-05,7.625
9.5,5.4215e-05,5.36e-13,-5.4203e-05,7.5
9.5,5.3974e-05,3.32e-13,-5.3994e-05,7.375
9.5,5.3749e-05,8.54e-13,-5.3743e-05,7.25
9.5,5.3502e-05,-4.5e-13,-5.3507e-05,7.125
9.5,5.3258e-05,2.78e-13,-5.3237e-05,7.0
9.5,5.2971e-05,4.54e-13,-5.2958e-05,6.875
9.5,5.2691e-05,4.9e-13,-5.2691e-05,6.75
9.5,5.2391e-05,-2.2e-13,-5.239e-05,6.625
9.5,5.2086e-05,-1.2e-14,-5.207e-05,6.5
9.5,5.1756e-05,1.76e-13,-5.1752e-05,6.375
9.5,5.1427e-05,4.36e-13,-5.141e-05,6.25
9.5,5.1057e-05,9.84e-13,-5.1056e-05,6.125
9.5,5.0692e-05,-1.12e-13,-5.0689e-05,6.0
9.5,5.0314e-05,2.34e-13,-5.0309e-05,5.875
9.5,4.99e-05,-2.8e-14,-4.9897e-05,5.75
9.5,4.9474e-05,8.92e-13,-4.9467e-05,5.625
9.5,4.9022e-05,4.22e-13,-4.9012e-05,5.5
9.5,4.8558e-05,1.08e-13,-4.8546e-05,5.375
9.5,4.807e-05,8e-14,-4.8071e-05,5.25
9.5,4.7559e-05,6.56e-13,-4.7551e-05,5.125
9.5,4.7032e-05,1.166e-12,-4.7025e-05,5.0
9.5,4.6474e-05,-2.76e-13,-4.6467e-05,4.875
9.5,4.5891e-05,2.4e-13,-4.5891e-05,4.75
9.5,4.528e-05,7.26e-13,-4.5282e-05,4.625
9.5,4.4657e-05,8.34e-13,-4.4637e-05,4.5
9.5,4.3996e-05,-5.38e-13,-4.3993e-05,4.375
9.5,4.3305e-05,6.2e-13,-4.3309e-05,4.25
9.5,4.26e-05,5.3e-13,-4.2583e-05,4.125
9.5,4.1853e-05,-5.48e-13,-4.1851e-05,4.0
9.5,4.1088e-05,6.2e-13,-4.1085e-05,3.875
9.5,4.029e-05,1.104e-12,-4.0284e-05,3.75
9.5,3.9455e-05,3.34e-13,-3.9448e-05,3.625
9.5,3.8591e-05,2.298e-12,-3.8571e-05,3.5
9.5,3.7696e-05,-4.02e-13,-3.769e-05,3.375
9.5,3.677e-05,5.52e-13,-3.6769e-05,3.25
9.5,3.5815e-05,2.52e-13,-3.5807e-05,3.125
9.5,3.4819e-05,1.926e-12,-3.4808e-05,3.0
9.5,3.3794e-05,3.1e-13,-3.3792e-05,2.875
9.5,3.2732e-05,1.448e-12,-3.2738e-05,2.75
9.5,3.1641e-05,1.704e-12,-3.1636e-05,2.625
9.5,3.0513e-05,-8.6e-14,-3.0517e-05,2.5
9.5,2.935e-05,5.3e-13,-2.9348e-05,2.375
9.5,2.815e-05,1.06e-12,-2.8153e-05,2.25
9.5,2.6925e-05,-2.04e-13,-2.6916e-05,2.125
9.5,2.565e-05,6.28e-13,-2.5647e-05,2.0
9.5,2.434e-05,-5.44e-13,-2.4344e-05,1.875
9.5,2.2995e-05,5.44e-13,-2.2995e-05,1.75
9.5,2.1611e-05,-2.398e-12,-2.1608e-05,1.625
9.5,2.0187e-05,9.22e-13,-2.0184e-05,1.5
9.5,1.8731e-05,-7.62e-13,-1.8734e-05,1.375
9.5,1.7231e-05,5.7e-13,-1.7233e-05,1.25
9.5,1.5694e-05,-7.54e-13,-1.569e-05,1.125
9.5,1.4112e-05,-1.4e-14,-1.4111e-05,1.0
9.5,1.2491e-05,1.134e-12,-1.2491e-05,0.875
9.5,1.0842e-05,-1.15e-12,-1.0837e-05,0.75
9.5,9.137e-06,-1.232e-12,-9.1381e-06,0.625
9.5,7.3916e-06,-1.82e-13,-7.3933e-06,0.5
9.5,5.6078e-06,6.4e-14,-5.6067e-06,0.375
9.5,3.7799e-06,1.548e-12,-3.7759e-06,0.25
9.5,1.9091e-06,-5.56e-13,-1.9069e-06,0.125
9.5,4.14172e-09,9.4e-13,-4.11278e-09,0.0
9.0,4.35236e-09,1.4e-14,-5.2956e-09,0.0
9.0,1.7259e-06,-2.56e-13,-1.7255e-06,0.125
9.0,3.4158e-06,4.6e-13,-3.4159e-06,0.25
9.0,5.0643e-06,-1.92e-13,-5.0627e-06,0.375
9.0,6.6684e-06,2.16e-13,-6.6697e-06,0.5
9.0,8.2308e-06,-4.6e-13,-8.234e-06,0.625
9.0,9.7555e-06,-1.19e-12,-9.7564e-06,0.75
9.0,1.12295e-05,-1.5e-13,-1.12289e-05,0.875
9.0,1.2672e-05,-1.72e-13,-1.2671e-05,1.0
9.0,1.4077e-05,-4.5e-13,-1.4076e-05,1.125
9.0,1.544e-05,-1.51e-12,-1.5442e-05,1.25
9.0,1.6762e-05,-7.38e-13,-1.6766e-05,1.375
9.0,1.8046e-05,-1.8e-13,-1.8043e-05,1.5
9.0,1.9293e-05,1.2e-14,-1.9287e-05,1.625
9.0,2.0497e-05,-8.56e-13,-2.0506e-05,1.75
9.0,2.1684e-05,-3.34e-13,-2.1681e-05,1.875
9.0,2.2817e-05,1.098e-12,-2.2819e-05,2.0
9.0,2.3919e-05,-1.73e-12,-2.3923e-05,2.125
9.0,2.4976e-05,-8.36e-13,-2.4981e-05,2.25
9.0,2.6005e-05,-1.74e-12,-2.6009e-05,2.375
9.0,2.6997e-05,8.56e-13,-2.7003e-05,2.5
9.0,2.7969e-05,-1.616e-12,-2.7972e-05,2.625
9.0,2.8898e-05,-3.14e-13,-2.89e-05,2.75
9.0,2.9793e-05,1.56e-13,-2.9799e-05,2.875
9.0,3.0647e-05,-4.8e-14,-3.0653e-05,3.0
9.0,3.1476e-05,-7.68e-13,-3.1484e-05,3.125
9.0,3.2277e-05,-1.356e-12,-3.2283e-05,3.25
9.0,3.3055e-05,-2.6e-13,-3.3056e-05,3.375
9.0,3.3786e-05,2.72e-13,-3.3782e-05,3.5
9.0,3.4494e-05,-1.606e-12,-3.4501e-05,3.625
9.0,3.5169e-05,1.66e-13,-3.5175e-05,3.75
9.0,3.5828e-05,9.9e-13,-3.5826e-05,3.875
9.0,3.6444e-05,-1.06e-12,-3.6449e-05,4.0
9.0,3.704e-05,-9.36e-13,-3.7048e-05,4.125
9.0,3.7613e-05,3.6e-13,-3.7619e-05,4.25
9.0,3.8155e-05,-8.68e-13,-3.8175e-05,4.375
9.0,3.8676e-05,8.4e-14,-3.868e-05,4.5
9.0,3.9178e-05,2.96e-13,-3.9184e-05,4.625
9.0,3.9654e-05,-6.6e-14,-3.9654e-05,4.75
9.0,4.0095e-05,-9.16e-13,-4.0108e-05,4.875
9.0,4.0522e-05,1.38e-13,-4.0518e-05,5.0
9.0,4.0927e-05,-8.58e-13,-4.0933e-05,5.125
9.0,4.1311e-05,8.74e-13,-4.1317e-05,5.25
9.0,4.1676e-05,-2.4e-13,-4.1687e-05,5.375
9.0,4.2034e-05,-1.044e-12,-4.2045e-05,5.5
9.0,4.2364e-05,-1.704e-12,-4.2367e-05,5.625
9.0,4.2669e-05,3.26e-13,-4.269e-05,5.75
9.0,4.2981e-05,-1.374e-12,-4.2988e-05,5.875
9.0,4.3268e-05,8.8e-13,-4.3271e-05,6.0
9.0,4.3535e-05,-2.46e-13,-4.3542e-05,6.125
9.0,4.3796e-05,-4.44e-13,-4.3798e-05,6.25
9.0,4.4045e-05,-9.94e-13,-4.4044e-05,6.375
9.0,4.4266e-05,-1.25e-12,-4.4286e-05,6.5
9.0,4.4504e-05,-1.408e-12,-4.451e-05,6.625
9.0,4.4713e-05,-2.098e-12,-4.4723e-05,6.75
9.0,4.4915e-05,-5.56e-13,-4.4915e-05,6.875
9.0,4.5112e-05,-3.2e-14,-4.5116e-05,7.0
9.0,4.5304e-05,-5.8e-14,-4.5295e-05,7.125
9.0,4.5471e-05,-5.26e-13,-4.5477e-05,7.25
9.0,4.5641e-05,-5.24e-13,-4.5666e-05,7.375
9.0,4.582e-05,-1.94e-13,-4.5823e-05,7.5
9.0,4.5978e-05,4.74e-13,-4.5968e-05,7.625
9.0,4.612e-05,1.728e-12,-4.613e-05,7.75
9.0,4.6283e-05,2e-13,-4.6283e-05,7.875
9.0,4.6422e-05,-6.2e-13,-4.6426e-05,8.0
9.0,4.6567e-05,-1.504e-12,-4.6586e-05,8.125
9.0,4.6707e-05,-1.454e-12,-4.6725e-05,8.25
9.0,4.6843e-05,-1.514e-12,-4.685e-05,8.375
9.0,4.6967e-05,-3.6e-13,-4.6975e-05,8.5
9.0,4.7093e-05,-1.36e-13,-4.7105e-05,8.625
9.0,4.7212e-05,-5.68e-13,-4.7217e-05,8.75
9.0,4.7337e-05,-1.226e-12,-4.7353e-05,8.875
9.0,4.7474e-05,-4.74e-13,-4.7483e-05,9.0
9.0,4.7586e-05,2.4e-13,-4.7592e-05,9.125
9.0,4.7711e-05,-8.4e-14,-4.7703e-05,9.25
9.0,4.7819e-05,7.32e-13,-4.7829e-05,9.375
9.0,4.793e-05,-1.542e-12,-4.7956e-05,9.5
9.0,4.8053e-05,-6.52e-13,-4.8061e-05,9.625
9.0,4.8147e-05,1.182e-12,-4.8159e-05,9.75
9.0,4.8271e-05,4.98e-13,-4.8282e-05,9.875
9.0,4.8373e-05,-1.166e-12,-4.8369e-05,10.0
9.0,4.8381e-05,-6.48e-13,-4.838e-05,10.0
9.0,4.8287e-05,-9.8e-14,-4.8286e-05,9.875
9.0,4.82e-05,3.12e-13,-4.8196e-05,9.75
9.0,4.8101e-05,2.052e-12,-4.8107e-05,9.625
9.0,4.8009e-05,1.56e-12,-4.8004e-05,9.5
9.0,4.7903e-05,2.28e-12,-4.7883e-05,9.375
9.0,4.7789e-05,-9.62e-13,-4.7795e-05,9.25
9.0,4.7681e-05,-3.26e-13,-4.7691e-05,9.125
9.0,4.7583e-05,6.88e-13,-4.7574e-05,9.0
9.0,4.7469e-05,-3.1e-13,-4.7461e-05,8.875
9.0,4.7347e-05,3.98e-13,-4.7344e-05,8.75
9.0,4.7216e-05,-1.66e-13,-4.7218e-05,8.625
9.0,4.7103e-05,1.716e-12,-4.7099e-05,8.5
9.0,4.6957e-05,-6.54e-13,-4.6963e-05,8.375
9.0,4.6838e-05,-8.8e-13,-4.6834e-05,8.25
9.0,4.67e-05,2.18e-12,-4.6711e-05,8.125
9.0,4.6564e-05,1.056e-12,-4.6559e-05,8.0
9.0,4.6427e-05,5.94e-13,-4.6412e-05,7.875
9.0,4.6277e-05,-6.6e-14,-4.6274e-05,7.75
9.0,4.6132e-05,-4.22e-13,-4.6104e-05,7.625
9.0,4.5958e-05,-2.08e-13,-4.5956e-05,7.5
9.0,4.5792e-05,8.24e-13,-4.5781e-05,7.375
9.0,4.5623e-05,1.96e-13,-4.5603e-05,7.25
9.0,4.5437e-05,3.66e-13,-4.5436e-05,7.125
