I_BG,I_S,I_D,V_BG,V_S,V_D
-1.826e-12,8.18e-13,2.892e-12,-5.0,0.0,0.1
-1.492e-12,1.962e-12,3.098e-12,-4.85,0.0,0.1
-1.81e-12,6e-14,2.622e-12,-4.7,0.0,0.1
-1.448e-12,2.4e-14,2.696e-12,-4.55,0.0,0.1
-1.614e-12,1.59e-12,2.776e-12,-4.4,0.0,0.1
-1.92e-12,-1.286e-12,2.466e-12,-4.25,0.0,0.1
-1.486e-12,8.38e-13,2.816e-12,-4.1,0.0,0.1
-1.512e-12,6.04e-13,2.286e-12,-3.95,0.0,0.1
-1.748e-12,-4.8e-14,2.544e-12,-3.8,0.0,0.1
-1.268e-12,1.248e-12,2.998e-12,-3.65,0.0,0.1
-1.102e-12,-6.4e-13,1.866e-12,-3.5,0.0,0.1
-1.46e-12,1.386e-12,2.976e-12,-3.35,0.0,0.1
-1.32e-12,2.78e-13,2.308e-12,-3.2,0.0,0.1
-1.112e-12,-2.18e-13,2.056e-12,-3.05,0.0,0.1
-1.36e-12,7.36e-13,2.7e-12,-2.9,0.0,0.1
-1.276e-12,-3.08e-13,2.394e-12,-2.75,0.0,0.1
-1.224e-12,7.94e-13,2.194e-12,-2.6,0.0,0.1
-1.196e-12,1.702e-12,2.888e-12,-2.45,0.0,0.1
-1.008e-12,-1.276e-12,2.21e-12,-2.3,0.0,0.1
-9.56e-13,7.2e-13,1.958e-12,-2.15,0.0,0.1
-8.86e-13,1.13e-12,2.518e-12,-2.0,0.0,0.1
-1.16e-12,-3.4e-14,1.818e-12,-1.85,0.0,0.1
-6.58e-13,4.24e-13,2.386e-12,-1.7,0.0,0.1
-7.16e-13,6.88e-13,1.874e-12,-1.55,0.0,0.1
-1.392e-12,4.6e-14,2.08e-12,-1.4,0.0,0.1
-6.96e-13,8.64e-13,2.292e-12,-1.25,0.0,0.1
-7.32e-13,5.62e-13,1.582e-12,-1.1,0.0,0.1
-8.56e-13,6e-14,1.582e-12,-0.95,0.0,0.1
-8.5e-13,8.22e-13,2.47e-12,-0.8,0.0,0.1
-5.92e-13,5.16e-13,1.626e-12,-0.65,0.0,0.1
-9.02e-13,3.18e-13,2.106e-12,-0.5,0.0,0.1
-6.14e-13,9.82e-13,2.194e-12,-0.35,0.0,0.1
-5.6e-14,3.04e-13,1.224e-12,-0.2,0.0,0.1
-7.78e-13,6.16e-13,2.082e-12,-0.05,0.0,0.1
-6.74e-13,3.08e-13,1.708e-12,0.1,0.0,0.1
-1.8e-13,-8.42e-13,1.258e-12,0.25,0.0,0.1
-2.96e-13,1.484e-12,1.848e-12,0.4,0.0,0.1
-9.2e-14,-2.56e-13,1.456e-12,0.55,0.0,0.1
1.1e-13,5.74e-13,1.424e-12,0.7,0.0,0.1
-2.74e-13,1.684e-12,1.704e-12,0.85,0.0,0.1
-2.46e-13,-1.152e-12,1.408e-12,1.0,0.0,0.1
2.3e-13,3.6e-13,1.758e-12,1.15,0.0,0.1
1.54e-13,1.912e-12,1.184e-12,1.3,0.0,0.1
-4.38e-13,-8.66e-13,1.272e-12,1.45,0.0,0.1
-3e-13,8.52e-13,1.798e-12,1.6,0.0,0.1
-3.6e-14,-2.52e-13,7.6e-13,1.75,0.0,0.1
-4e-14,-4.58e-13,1.546e-12,1.9,0.0,0.1
2.4e-13,2.15e-12,1.602e-12,2.05,0.0,0.1
1.52e-13,-9.9e-13,9.4e-14,2.2,0.0,0.1
-2.66e-13,1.252e-12,1.656e-12,2.35,0.0,0.1
-9.8e-14,1.3e-13,1.184e-12,2.5,0.0,0.1
3.52e-13,-5.78e-13,6.14e-13,2.65,0.0,0.1
-2e-15,2.496e-12,1.514e-12,2.8,0.0,0.1
3.4e-13,-1.138e-12,9.92e-13,2.95,0.0,0.1
5.44e-13,-3.06e-13,9.96e-13,3.1,0.0,0.1
4.72e-13,2.322e-12,9.74e-13,3.25,0.0,0.1
1.32e-13,-7.1e-13,1.148e-12,3.4,0.0,0.1
7.26e-13,-1.78e-13,1.326e-12,3.55,0.0,0.1
6.36e-13,1.232e-12,7.18e-13,3.7,0.0,0.1
3.24e-13,-1.248e-12,4.62e-13,3.85,0.0,0.1
6.96e-13,1.544e-12,1.102e-12,4.0,0.0,0.1
6.44e-13,-3.6e-14,5.14e-13,4.15,0.0,0.1
7.48e-13,2.66e-13,1.116e-12,4.3,0.0,0.1
1.238e-12,-9.2e-14,7.8e-13,4.45,0.0,0.1
6.6e-13,-2e-14,-1.52e-13,4.6,0.0,0.1
6.64e-13,9.78e-13,1.074e-12,4.75,0.0,0.1
5.08e-13,1.74e-13,9.8e-13,4.9,0.0,0.1
1.328e-12,-2.22e-13,-2.2e-13,5.05,0.0,0.1
6.42e-13,1.284e-12,9.4e-13,5.2,0.0,0.1
8.88e-13,4.5e-13,5.62e-13,5.35,0.0,0.1
1.084e-12,-7.78e-13,1.92e-13,5.5,0.0,0.1
8.84e-13,1.842e-12,8.44e-13,5.65,0.0,0.1
9.32e-13,-8e-14,5.32e-13,5.8,0.0,0.1
9.56e-13,4.48e-13,6.84e-13,5.95,0.0,0.1
9.38e-13,7.46e-13,5.76e-13,6.1,0.0,0.1
7.7e-13,-7.82e-13,3.12e-13,6.25,0.0,0.1
1.168e-12,1e-13,9.44e-13,6.4,0.0,0.1
5.2e-13,1.394e-12,1.48e-13,6.55,0.0,0.1
1.168e-12,-8.06e-13,-1.84e-13,6.7,0.0,0.1
1.346e-12,4.36e-13,5.9e-13,6.85,0.0,0.1
1.254e-12,5.06e-13,-3.48e-13,7.0,0.0,0.1
1.088e-12,-3.02e-13,1.62e-13,7.15,0.0,0.1
1.29e-12,9.4e-13,1.18e-13,7.3,0.0,0.1
1.564e-12,-6.44e-13,-6.62e-13,7.45,0.0,0.1
1.096e-12,-2.08e-13,9.36e-13,7.6,0.0,0.1
1.398e-12,-1.2e-14,6.78e-13,7.75,0.0,0.1
1.712e-12,-9.46e-13,3.12e-13,7.9,0.0,0.1
1.55e-12,4.46e-13,2.082e-12,8.05,0.0,0.1
1.632e-12,-2.946e-12,2.132e-12,8.2,0.0,0.1
1.81e-12,-5.212e-12,3.712e-12,8.35,0.0,0.1
1.544e-12,-6.166e-12,8.618e-12,8.5,0.0,0.1
1.364e-12,-1.4318e-11,1.2884e-11,8.65,0.0,0.1
1.7e-12,-3.0892e-11,2.874e-11,8.8,0.0,0.1
1.516e-12,-6.4456e-11,6.532e-11,8.95,0.0,0.1
1.544e-12,-1.20952e-10,1.26094e-10,9.1,0.0,0.1
2.022e-12,-2.02104e-10,2.2189e-10,9.25,0.0,0.1
1.66e-12,-3.48842e-10,3.72794e-10,9.4,0.0,0.1
1.834e-12,-6.19386e-10,6.38298e-10,9.55,0.0,0.1
1.844e-12,-9.4521e-10,1.025862e-09,9.7,0.0,0.1
1.972e-12,-1.42148e-09,1.60178e-09,9.85,0.0,0.1
1.466e-12,-2.08972e-09,2.14416e-09,10.0,0.0,0.1
1.678e-12,-2.69052e-09,2.75264e-09,10.15,0.0,0.1
2.076e-12,-3.43276e-09,3.39652e-09,10.3,0.0,0.1
1.916e-12,-3.94226e-09,4.0238e-09,10.45,0.0,0.1
1.856e-12,-4.8566e-09,4.91304e-09,10.6,0.0,0.1
2.222e-12,-6.35834e-09,6.10514e-09,10.75,0.0,0.1
1.734e-12,-6.40266e-09,6.27704e-09,10.9,0.0,0.1
2.098e-12,-6.14724e-09,5.83826e-09,11.05,0.0,0.1
2.328e-12,-7.24846e-09,7.40886e-09,11.2,0.0,0.1
2.568e-12,-8.34992e-09,8.29204e-09,11.35,0.0,0.1
1.734e-12,-9.44306e-09,9.39562e-09,11.5,0.0,0.1
2.158e-12,-1.16113e-08,1.10946e-08,11.65,0.0,0.1
