I_BG,I_S,I_D,V_BG,V_S,V_D
1.66e-13,-3.9833e-06,3.9856e-06,16.839,0.0,0.1
-2.3e-13,-4.0417e-06,4.0402e-06,17.019,0.0,0.1
6.2e-14,-4.1009e-06,4.0985e-06,17.199,0.0,0.1
-1.74e-13,-4.1562e-06,4.1576e-06,17.379,0.0,0.1
-4.2e-14,-4.2196e-06,4.2149e-06,17.559,0.0,0.1
2.92e-13,-4.2719e-06,4.2739e-06,17.739,0.0,0.1
-2.9e-13,-4.3344e-06,4.3329e-06,17.919,0.0,0.1
3.06e-13,-4.3923e-06,4.3904e-06,18.1,0.0,0.1
1.32e-13,-4.4493e-06,4.4487e-06,18.28,0.0,0.1
5.14e-13,-4.5086e-06,4.509e-06,18.46,0.0,0.1
-2.32e-13,-4.5671e-06,4.5636e-06,18.64,0.0,0.1
1.78e-13,-4.6241e-06,4.628e-06,18.82,0.0,0.1
-1e-14,-4.6835e-06,4.679e-06,19.0,0.0,0.1
-7.8e-14,-4.6835e-06,4.6807e-06,19.0,0.0,0.1
2.62e-13,-4.6139e-06,4.6129e-06,18.82,0.0,0.1
-1.24e-13,-4.5474e-06,4.5471e-06,18.64,0.0,0.1
1.72e-13,-4.4819e-06,4.4815e-06,18.46,0.0,0.1
-2.36e-13,-4.4167e-06,4.414e-06,18.28,0.0,0.1
2.78e-13,-4.3505e-06,4.3533e-06,18.1,0.0,0.1
-4.78e-13,-4.2867e-06,4.2818e-06,17.919,0.0,0.1
-2.28e-13,-4.2215e-06,4.2228e-06,17.739,0.0,0.1
-4.66e-13,-4.1567e-06,4.1568e-06,17.559,0.0,0.1
-3.44e-13,-4.0957e-06,4.0924e-06,17.379,0.0,0.1
-4.4e-14,-4.0275e-06,4.0302e-06,17.199,0.0,0.1
-4.6e-13,-3.9707e-06,3.9671e-06,17.019,0.0,0.1
-5e-14,-3.9019e-06,3.903e-06,16.839,0.0,0.1
-4.8e-13,-3.8401e-06,3.8409e-06,16.659,0.0,0.1
-1.08e-13,-3.779e-06,3.7776e-06,16.479,0.0,0.1
-4.72e-13,-3.7146e-06,3.7146e-06,16.299,0.0,0.1
1.16e-13,-3.653e-06,3.6538e-06,16.119,0.0,0.1
-1.028e-12,-3.5912e-06,3.5879e-06,15.939,0.0,0.1
-7.88e-13,-3.5287e-06,3.5313e-06,15.758,0.0,0.1
-9.22e-13,-3.466e-06,3.4638e-06,15.578,0.0,0.1
-2.04e-13,-3.4049e-06,3.4037e-06,15.398,0.0,0.1
-7.88e-13,-3.3406e-06,3.3426e-06,15.218,0.0,0.1
-3.76e-13,-3.2827e-06,3.2797e-06,15.038,0.0,0.1
-3.44e-13,-3.2163e-06,3.2188e-06,14.858,0.0,0.1
-4.1e-13,-3.1588e-06,3.1571e-06,14.678,0.0,0.1
-1.9e-13,-3.097e-06,3.0957e-06,14.498,0.0,0.1
-7.74e-13,-3.0341e-06,3.0337e-06,14.318,0.0,0.1
-5.6e-13,-2.9738e-06,2.9739e-06,14.138,0.0,0.1
-5.58e-13,-2.913e-06,2.912e-06,13.958,0.0,0.1
-1.22e-13,-2.8524e-06,2.8537e-06,13.778,0.0,0.1
-7.2e-13,-2.7911e-06,2.7877e-06,13.597,0.0,0.1
-8.02e-13,-2.7302e-06,2.7319e-06,13.417,0.0,0.1
-6.12e-13,-2.6698e-06,2.6694e-06,13.237,0.0,0.1
-6.04e-13,-2.6113e-06,2.6093e-06,13.057,0.0,0.1
-4.14e-13,-2.5481e-06,2.5497e-06,12.877,0.0,0.1
-1.034e-12,-2.4921e-06,2.4895e-06,12.697,0.0,0.1
-2.16e-13,-2.4295e-06,2.4302e-06,12.517,0.0,0.1
-6.82e-13,-2.3709e-06,2.3707e-06,12.337,0.0,0.1
-1.88e-13,-2.312e-06,2.3111e-06,12.157,0.0,0.1
-7.76e-13,-2.2523e-06,2.2516e-06,11.977,0.0,0.1
-2.7e-13,-2.1934e-06,2.1937e-06,11.797,0.0,0.1
-7.5e-13,-2.1347e-06,2.1329e-06,11.617,0.0,0.1
-5.58e-13,-2.0758e-06,2.0774e-06,11.436,0.0,0.1
-9.04e-13,-2.0169e-06,2.0154e-06,11.256,0.0,0.1
-4.28e-13,-1.9593e-06,1.9591e-06,11.076,0.0,0.1
-5.06e-13,-1.901e-06,1.9015e-06,10.896,0.0,0.1
-6.56e-13,-1.8455e-06,1.8436e-06,10.716,0.0,0.1
-5.68e-13,-1.785e-06,1.7862e-06,10.536,0.0,0.1
-8.58e-13,-1.7302e-06,1.7294e-06,10.356,0.0,0.1
-2.24e-13,-1.6731e-06,1.6724e-06,10.176,0.0,0.1
-1.086e-12,-1.6163e-06,1.6164e-06,9.996,0.0,0.1
-3.6e-14,-1.5604e-06,1.5599e-06,9.816,0.0,0.1
-8.16e-13,-1.5045e-06,1.504e-06,9.636,0.0,0.1
-4.56e-13,-1.449e-06,1.4493e-06,9.455,0.0,0.1
-4.96e-13,-1.3942e-06,1.3924e-06,9.275,0.0,0.1
-6.78e-13,-1.3391e-06,1.34e-06,9.095,0.0,0.1
-7.18e-13,-1.2849e-06,1.2844e-06,8.915,0.0,0.1
-6.84e-13,-1.2312e-06,1.2308e-06,8.735,0.0,0.1
-6.04e-13,-1.1773e-06,1.1777e-06,8.555,0.0,0.1
-9.74e-13,-1.1261e-06,1.1247e-06,8.375,0.0,0.1
-4.84e-13,-1.0717e-06,1.0723e-06,8.195,0.0,0.1
-6.16e-13,-1.0207e-06,1.0203e-06,8.015,0.0,0.1
-3.34e-13,-9.683e-07,9.6864e-07,7.835,0.0,0.1
-5.92e-13,-9.1774e-07,9.1806e-07,7.655,0.0,0.1
-5.56e-13,-8.6732e-07,8.6782e-07,7.475,0.0,0.1
-8.58e-13,-8.1846e-07,8.175e-07,7.294,0.0,0.1
-6.14e-13,-7.6796e-07,7.6846e-07,7.114,0.0,0.1
-5.02e-13,-7.1995e-07,7.2038e-07,6.934,0.0,0.1
-7.36e-13,-6.7191e-07,6.7144e-07,6.754,0.0,0.1
-5.44e-13,-6.2502e-07,6.253e-07,6.574,0.0,0.1
-7.82e-13,-5.788e-07,5.7886e-07,6.394,0.0,0.1
-3.9e-13,-5.3345e-07,5.3346e-07,6.214,0.0,0.1
-6.66e-13,-4.8874e-07,4.8879e-07,6.034,0.0,0.1
2.38e-13,-4.4456e-07,4.4509e-07,5.854,0.0,0.1
-1.066e-12,-4.021e-07,4.0194e-07,5.674,0.0,0.1
-2.04e-13,-3.5964e-07,3.5988e-07,5.494,0.0,0.1
-4.46e-13,-3.1888e-07,3.1914e-07,5.314,0.0,0.1
-8.94e-13,-2.7886e-07,2.7857e-07,5.133,0.0,0.1
-3.04e-13,-2.4055e-07,2.4069e-07,4.953,0.0,0.1
-6.22e-13,-2.0382e-07,2.0397e-07,4.773,0.0,0.1
-1.54e-13,-1.688e-07,1.6864e-07,4.593,0.0,0.1
-8e-13,-1.3585e-07,1.3601e-07,4.413,0.0,0.1
-2.64e-13,-1.058e-07,1.0591e-07,4.233,0.0,0.1
-6.92e-13,-7.98093e-08,8.02245e-08,4.053,0.0,0.1
-1.152e-12,-5.73512e-08,5.75898e-08,3.873,0.0,0.1
-1.94e-13,-3.9096e-08,3.91936e-08,3.693,0.0,0.1
-1.032e-12,-2.46626e-08,2.47745e-08,3.513,0.0,0.1
-9.64e-13,-1.43491e-08,1.44822e-08,3.333,0.0,0.1
-6.38e-13,-7.6707e-09,7.78422e-09,3.152,0.0,0.1
-5.9e-13,-3.76902e-09,3.79396e-09,2.972,0.0,0.1
-5.52e-13,-1.62038e-09,1.64982e-09,2.792,0.0,0.1
-9.04e-13,-6.62234e-10,6.5359e-10,2.612,0.0,0.1
-7.7e-13,-2.07132e-10,2.09516e-10,2.432,0.0,0.1
-9.48e-13,-5.191e-11,5.422e-11,2.252,0.0,0.1
-1.034e-12,-6.746e-12,9.648e-12,2.072,0.0,0.1
-9.96e-13,5.4e-13,1.392e-12,1.892,0.0,0.1
-1.132e-12,2.34e-13,1.224e-12,1.712,0.0,0.1
-5.24e-13,1.046e-12,1.286e-12,1.532,0.0,0.1
-4.78e-13,-6.62e-13,6.4e-13,1.352,0.0,0.1
-8.34e-13,1.422e-12,1.608e-12,1.172,0.0,0.1
-4.56e-13,8.34e-13,9.5e-13,0.991,0.0,0.1
-5.86e-13,-1.72e-13,6.64e-13,0.811,0.0,0.1
-5.92e-13,-7.8e-14,1.236e-12,0.631,0.0,0.1
-1.024e-12,1.68e-13,1.332e-12,0.451,0.0,0.1
-7.6e-13,6.2e-13,1.266e-12,0.271,0.0,0.1
-4.86e-13,4.8e-13,1.322e-12,0.091,0.0,0.1
-9.08e-13,-6.3e-13,1.682e-12,-0.089,0.0,0.1
-7.06e-13,1.972e-12,1.206e-12,-0.269,0.0,0.1
-7.4e-13,-2.14e-13,5.58e-13,-0.449,0.0,0.1
-1.002e-12,6.88e-13,1.302e-12,-0.629,0.0,0.1
-6.52e-13,5.3e-13,1.224e-12,-0.809,0.0,0.1
-5.76e-13,-4.9e-13,7.54e-13,-0.989,0.0,0.1
-6.14e-13,1.872e-12,1.326e-12,-1.17,0.0,0.1
-1e-12,-2.54e-13,1.708e-12,-1.35,0.0,0.1
-3.82e-13,3.42e-13,9.84e-13,-1.53,0.0,0.1
-6.94e-13,-3.52e-13,9.8e-13,-1.71,0.0,0.1
-9.46e-13,1.666e-12,1.278e-12,-1.89,0.0,0.1
-6.34e-13,1.388e-12,9.44e-13,-2.07,0.0,0.1
