I_BG,I_S,I_D,V_BG,V_S,V_D
-1.25e-12,1.09e-12,2.36e-12,-3.0,0.0,0.1
-9.46e-13,1.562e-12,2.61e-12,-2.85,0.0,0.1
-9.22e-13,-1.082e-12,1.988e-12,-2.701,0.0,0.1
-1.104e-12,1.578e-12,2.342e-12,-2.551,0.0,0.1
-1.142e-12,6.4e-14,2.454e-12,-2.401,0.0,0.1
-1.026e-12,-9.12e-13,1.736e-12,-2.252,0.0,0.1
-8.92e-13,2.19e-12,2.766e-12,-2.102,0.0,0.1
-1.162e-12,9.8e-14,2.618e-12,-1.952,0.0,0.1
-7.08e-13,-5.58e-13,2.29e-12,-1.803,0.0,0.1
-7.96e-13,1.03e-12,2.48e-12,-1.653,0.0,0.1
-1.22e-12,-4.54e-13,2.508e-12,-1.503,0.0,0.1
-7.26e-13,3.02e-13,2.286e-12,-1.354,0.0,0.1
-9.44e-13,4.34e-13,2.306e-12,-1.204,0.0,0.1
-1.31e-12,3.4e-13,2.254e-12,-1.054,0.0,0.1
-5.14e-13,-8.4e-14,3.06e-12,-0.905,0.0,0.1
-1.004e-12,-7.96e-13,2.542e-12,-0.755,0.0,0.1
-1.052e-12,-1.148e-12,4.1e-12,-0.605,0.0,0.1
-9.28e-13,-2.028e-12,5.164e-12,-0.456,0.0,0.1
-9.22e-13,-5.514e-12,6.728e-12,-0.306,0.0,0.1
-1.3e-12,-9.908e-12,1.2374e-11,-0.156,0.0,0.1
-1.056e-12,-2.1002e-11,2.3238e-11,-0.007,0.0,0.1
-8.88e-13,-5.1402e-11,4.8992e-11,0.143,0.0,0.1
-1.036e-12,-1.0991e-10,1.11272e-10,0.293,0.0,0.1
-9.94e-13,-2.3187e-10,2.30156e-10,0.442,0.0,0.1
-7.96e-13,-4.40448e-10,4.31756e-10,0.592,0.0,0.1
-9.4e-13,-7.94122e-10,7.7877e-10,0.742,0.0,0.1
-1.054e-12,-1.20702e-09,1.14786e-09,0.891,0.0,0.1
-8.58e-13,-2.06702e-09,2.04394e-09,1.041,0.0,0.1
-1.098e-12,-3.33388e-09,3.31834e-09,1.19,0.0,0.1
-9.72e-13,-5.04848e-09,4.97084e-09,1.34,0.0,0.1
-7.8e-13,-7.19066e-09,7.17524e-09,1.49,0.0,0.1
-7.06e-13,-9.9161e-09,9.86368e-09,1.639,0.0,0.1
-1.202e-12,-1.29767e-08,1.27967e-08,1.789,0.0,0.1
-1.242e-12,-1.69968e-08,1.68773e-08,1.939,0.0,0.1
-1.1e-12,-2.17364e-08,2.16216e-08,2.088,0.0,0.1
-8.04e-13,-2.70813e-08,2.6879e-08,2.238,0.0,0.1
-8.18e-13,-3.31431e-08,3.30092e-08,2.388,0.0,0.1
-7.12e-13,-3.98345e-08,3.96511e-08,2.537,0.0,0.1
-7.86e-13,-4.70892e-08,4.6921e-08,2.687,0.0,0.1
-1.51e-12,-5.5e-08,5.48238e-08,2.837,0.0,0.1
-7.04e-13,-6.32969e-08,6.31947e-08,2.986,0.0,0.1
-6.82e-13,-7.22064e-08,7.20804e-08,3.136,0.0,0.1
-9.24e-13,-8.1627e-08,8.15063e-08,3.286,0.0,0.1
-1.012e-12,-9.14134e-08,9.13655e-08,3.435,0.0,0.1
-5.66e-13,-1.017098e-07,1.01593e-07,3.585,0.0,0.1
-6.18e-13,-1.124196e-07,1.122713e-07,3.735,0.0,0.1
-8.16e-13,-1.2326e-07,1.2334e-07,3.884,0.0,0.1
-4.54e-13,-1.3488e-07,1.3501e-07,4.034,0.0,0.1
-9.16e-13,-1.4652e-07,1.4638e-07,4.184,0.0,0.1
-9.18e-13,-1.5852e-07,1.5849e-07,4.333,0.0,0.1
-1.288e-12,-1.7091e-07,1.7078e-07,4.483,0.0,0.1
-7.88e-13,-1.8343e-07,1.8328e-07,4.633,0.0,0.1
-1.56e-12,-1.9605e-07,1.96e-07,4.782,0.0,0.1
-1.006e-12,-2.0875e-07,2.09e-07,4.932,0.0,0.1
-1.08e-12,-2.2235e-07,2.2231e-07,5.082,0.0,0.1
-9.48e-13,-2.3575e-07,2.3543e-07,5.231,0.0,0.1
-8.06e-13,-2.494e-07,2.4952e-07,5.381,0.0,0.1
-1.358e-12,-2.6317e-07,2.6321e-07,5.531,0.0,0.1
-8.9e-13,-2.7723e-07,2.7709e-07,5.68,0.0,0.1
-1.31e-12,-2.916e-07,2.9127e-07,5.83,0.0,0.1
-4.2e-13,-3.0548e-07,3.0571e-07,5.98,0.0,0.1
-1e-12,-3.2027e-07,3.2008e-07,6.129,0.0,0.1
-9.46e-13,-3.3449e-07,3.3432e-07,6.279,0.0,0.1
-4.84e-13,-3.493e-07,3.4939e-07,6.429,0.0,0.1
-7.12e-13,-3.6437e-07,3.6397e-07,6.578,0.0,0.1
-6.72e-13,-3.7923e-07,3.7919e-07,6.728,0.0,0.1
-7.64e-13,-3.9431e-07,3.9443e-07,6.878,0.0,0.1
-3.26e-13,-4.095e-07,4.0987e-07,7.027,0.0,0.1
-5.08e-13,-4.2589e-07,4.2533e-07,7.177,0.0,0.1
-2.76e-13,-4.4115e-07,4.4108e-07,7.327,0.0,0.1
-7.02e-13,-4.5672e-07,4.57e-07,7.476,0.0,0.1
-8.44e-13,-4.727e-07,4.7236e-07,7.626,0.0,0.1
-5.66e-13,-4.8844e-07,4.8841e-07,7.776,0.0,0.1
-8.44e-13,-5.0437e-07,5.0446e-07,7.925,0.0,0.1
-5.92e-13,-5.2057e-07,5.2054e-07,8.075,0.0,0.1
-7.34e-13,-5.3695e-07,5.3657e-07,8.224,0.0,0.1
-4.62e-13,-5.5282e-07,5.53e-07,8.374,0.0,0.1
-4.5e-13,-5.6938e-07,5.6988e-07,8.524,0.0,0.1
-9.6e-13,-5.8568e-07,5.8512e-07,8.673,0.0,0.1
-8.42e-13,-6.0228e-07,6.0221e-07,8.823,0.0,0.1
-6.4e-13,-6.1906e-07,6.191e-07,8.973,0.0,0.1
-1.02e-12,-6.3599e-07,6.359e-07,9.122,0.0,0.1
-8.42e-13,-6.5279e-07,6.5226e-07,9.272,0.0,0.1
-5.9e-13,-6.6847e-07,6.6909e-07,9.422,0.0,0.1
-6.92e-13,-6.8568e-07,6.8565e-07,9.571,0.0,0.1
-7.06e-13,-7.0238e-07,7.0192e-07,9.721,0.0,0.1
-5.62e-13,-7.194e-07,7.1951e-07,9.871,0.0,0.1
-1.136e-12,-7.3568e-07,7.3571e-07,10.02,0.0,0.1
-5.54e-13,-7.5294e-07,7.526e-07,10.17,0.0,0.1
-1.254e-12,-7.6967e-07,7.696e-07,10.32,0.0,0.1
-3.52e-13,-7.862e-07,7.8706e-07,10.469,0.0,0.1
-6.38e-13,-8.0467e-07,8.0416e-07,10.619,0.0,0.1
-7.14e-13,-8.2142e-07,8.2074e-07,10.769,0.0,0.1
-6.96e-13,-8.385e-07,8.3907e-07,10.918,0.0,0.1
-1.242e-12,-8.561e-07,8.5588e-07,11.068,0.0,0.1
-7.82e-13,-8.7352e-07,8.7351e-07,11.218,0.0,0.1
-3.76e-13,-8.9033e-07,8.9048e-07,11.367,0.0,0.1
-1.02e-13,-9.0746e-07,9.0793e-07,11.517,0.0,0.1
-1.056e-12,-9.2593e-07,9.2483e-07,11.667,0.0,0.1
-6.88e-13,-9.4245e-07,9.4234e-07,11.816,0.0,0.1
-8.54e-13,-9.6009e-07,9.6091e-07,11.966,0.0,0.1
-1.218e-12,-9.7794e-07,9.7763e-07,12.116,0.0,0.1
-4.76e-13,-9.9533e-07,9.9555e-07,12.265,0.0,0.1
-1.128e-12,-1.01318e-06,1.01344e-06,12.415,0.0,0.1
-3.86e-13,-1.03089e-06,1.03108e-06,12.565,0.0,0.1
-5.68e-13,-1.04941e-06,1.04815e-06,12.714,0.0,0.1
-7.02e-13,-1.06556e-06,1.06605e-06,12.864,0.0,0.1
-8.58e-13,-1.08383e-06,1.08454e-06,13.014,0.0,0.1
-6.98e-13,-1.10167e-06,1.10086e-06,13.163,0.0,0.1
-6.82e-13,-1.11925e-06,1.11934e-06,13.313,0.0,0.1
-7.82e-13,-1.13682e-06,1.13697e-06,13.463,0.0,0.1
-6.96e-13,-1.1543e-06,1.1539e-06,13.612,0.0,0.1
-3.62e-13,-1.1721e-06,1.1718e-06,13.762,0.0,0.1
-6.06e-13,-1.19e-06,1.1892e-06,13.912,0.0,0.1
-4.76e-13,-1.2083e-06,1.2088e-06,14.061,0.0,0.1
-8.38e-13,-1.2264e-06,1.2248e-06,14.211,0.0,0.1
-3.84e-13,-1.244e-06,1.2443e-06,14.361,0.0,0.1
-8.5e-13,-1.2618e-06,1.2609e-06,14.51,0.0,0.1
-3.92e-13,-1.2801e-06,1.2795e-06,14.66,0.0,0.1
-7.4e-13,-1.2974e-06,1.2974e-06,14.81,0.0,0.1
-6.32e-13,-1.3161e-06,1.3148e-06,14.959,0.0,0.1
-4.66e-13,-1.3324e-06,1.3333e-06,15.109,0.0,0.1
-5.62e-13,-1.3528e-06,1.351e-06,15.259,0.0,0.1
-2.02e-13,-1.3685e-06,1.3687e-06,15.408,0.0,0.1
-9.64e-13,-1.3877e-06,1.3869e-06,15.558,0.0,0.1
-1.84e-13,-1.4054e-06,1.4047e-06,15.707,0.0,0.1
-6.26e-13,-1.4234e-06,1.4228e-06,15.857,0.0,0.1
-1.84e-13,-1.4415e-06,1.4407e-06,16.007,0.0,0.1
-7e-13,-1.4595e-06,1.4588e-06,16.156,0.0,0.1
1.22e-13,-1.4774e-06,1.4775e-06,16.306,0.0,0.1
-1.06e-12,-1.4957e-06,1.4941e-06,16.456,0.0,0.1
-5.78e-13,-1.5134e-06,1.5142e-06,16.605,0.0,0.1
-4.04e-13,-1.5316e-06,1.5298e-06,16.755,0.0,0.1
-3.8e-13,-1.5492e-06,1.5495e-06,16.905,0.0,0.1
-9.7e-13,-1.5667e-06,1.5662e-06,17.054,0.0,0.1
