,SMU2 Current Measurement (A),SMU1 Current Measurement (A),SMU3 Current Measurement (A),SMU2 Voltage Output (V)
0,3.4e-10,0.0,-4.2e-10,0.0
1,1.5141e-06,0.0,-1.5132e-06,0.1
2,2.9691e-06,0.0,-2.9705e-06,0.2
3,4.3782e-06,0.0,-4.3797e-06,0.3
4,5.7467e-06,2e-11,-5.7476e-06,0.4
5,7.0755e-06,0.0,-7.0752e-06,0.5
6,8.3709e-06,0.0,-8.3685e-06,0.6
7,9.6296e-06,0.0,-9.6303e-06,0.7
8,1.0862e-05,0.0,-1.08628e-05,0.8
9,1.2062e-05,-2e-11,-1.206e-05,0.9
10,1.3228e-05,2e-11,-1.3224e-05,1.0
11,1.319e-05,2e-11,-1.3186e-05,1.0
12,1.196e-05,0.0,-1.1958e-05,0.9
13,1.0706e-05,0.0,-1.0708e-05,0.8
14,9.4378e-06,2e-11,-9.4379e-06,0.7
15,8.152e-06,2e-11,-8.1526e-06,0.6
16,6.8459e-06,0.0,-6.848e-06,0.5
17,5.5204e-06,0.0,-5.5218e-06,0.4
18,4.1717e-06,0.0,-4.1731e-06,0.3
19,2.8042e-06,0.0,-2.8032e-06,0.2
20,1.4129e-06,0.0,-1.4122e-06,0.1
21,5.4e-10,2e-11,-4e-10,0.0
