,SMU2 Current Measurement (A),SMU1 Current Measurement (A),SMU3 Current Measurement (A),SMU2 Voltage Output (V)
0,4.6e-10,0.0,-5e-10,0.0
1,6.5076e-07,0.0,-6.5032e-07,0.1
2,1.2624e-06,2e-11,-1.2618e-06,0.2
3,1.8417e-06,0.0,-1.8426e-06,0.3
4,2.3973e-06,0.0,-2.3978e-06,0.4
5,2.9246e-06,0.0,-2.9241e-06,0.5
6,3.4304e-06,0.0,-3.4298e-06,0.6
7,3.9129e-06,2e-11,-3.9118e-06,0.7
8,4.3731e-06,0.0,-4.3722e-06,0.8
9,4.8062e-06,0.0,-4.8055e-06,0.9
10,5.222e-06,0.0,-5.2237e-06,1.0
11,5.2053e-06,0.0,-5.2017e-06,1.0
12,4.7546e-06,2e-11,-4.7563e-06,0.9
13,4.292e-06,0.0,-4.2883e-06,0.8
14,3.8061e-06,0.0,-3.8066e-06,0.7
15,3.3133e-06,0.0,-3.3121e-06,0.6
16,2.8021e-06,0.0,-2.8016e-06,0.5
17,2.2737e-06,2e-11,-2.2723e-06,0.4
18,1.7282e-06,0.0,-1.7294e-06,0.3
19,1.1705e-06,0.0,-1.1695e-06,0.2
20,5.9376e-07,0.0,-5.9312e-07,0.1
21,1.4e-10,0.0,-2.6e-10,0.0
