,SMU2 Current Measurement (A),SMU1 Current Measurement (A),SMU3 Current Measurement (A),SMU2 Voltage Output (V)
0,1.84e-09,0.0,-2e-09,0.0
1,1.4634e-06,0.0,-1.4646e-06,0.1
2,2.8667e-06,0.0,-2.8665e-06,0.2
3,4.2196e-06,0.0,-4.2194e-06,0.3
4,5.531e-06,0.0,-5.5272e-06,0.4
5,6.8033e-06,0.0,-6.8011e-06,0.5
6,8.0378e-06,0.0,-8.0381e-06,0.6
7,9.2427e-06,0.0,-9.241e-06,0.7
8,1.04148e-05,0.0,-1.04132e-05,0.8
9,1.1552e-05,0.0,-1.155e-05,0.9
10,1.266e-05,2e-11,-1.2662e-05,1.0
11,1.2624e-05,0.0,-1.2626e-05,1.0
12,1.1456e-05,0.0,-1.1452e-05,0.9
13,1.0262e-05,-2e-11,-1.026e-05,0.8
14,9.051e-06,0.0,-9.0526e-06,0.7
15,7.8211e-06,0.0,-7.823e-06,0.6
16,6.5707e-06,0.0,-6.5729e-06,0.5
17,5.3012e-06,-2e-11,-5.3027e-06,0.4
18,4.0084e-06,0.0,-4.0081e-06,0.3
19,2.6946e-06,0.0,-2.6931e-06,0.2
20,1.3583e-06,2e-11,-1.358e-06,0.1
21,8.6e-10,0.0,-3e-10,0.0
