,SMU2 Current Measurement (A),SMU1 Current Measurement (A),SMU3 Current Measurement (A),SMU2 Voltage Output (V)
0,1.12e-09,0.0,-9.8e-10,0.0
1,1.6318e-06,0.0,-1.6312e-06,0.1
2,3.1939e-06,0.0,-3.1935e-06,0.2
3,4.6978e-06,0.0,-4.6972e-06,0.3
4,6.1515e-06,0.0,-6.1531e-06,0.4
5,7.5627e-06,2e-11,-7.5636e-06,0.5
6,8.936e-06,0.0,-8.9389e-06,0.6
7,1.02604e-05,0.0,-1.02603e-05,0.7
8,1.1552e-05,0.0,-1.1554e-05,0.8
9,1.2804e-05,0.0,-1.2808e-05,0.9
10,1.4034e-05,0.0,-1.403e-05,1.0
11,1.3984e-05,0.0,-1.3984e-05,1.0
12,1.2682e-05,0.0,-1.2682e-05,0.9
13,1.136e-05,0.0,-1.1358e-05,0.8
14,1.0022e-05,0.0,-1.0018e-05,0.7
15,8.6558e-06,2e-11,-8.6554e-06,0.6
16,7.2725e-06,0.0,-7.2736e-06,0.5
17,5.8651e-06,0.0,-5.8651e-06,0.4
18,4.4355e-06,0.0,-4.4354e-06,0.3
19,2.9822e-06,0.0,-2.9817e-06,0.2
20,1.5032e-06,0.0,-1.5026e-06,0.1
21,3.6e-10,0.0,-2.8e-10,0.0
