I_BG,I_S,I_D,V_BG,V_S,V_D
-2.172e-12,-5.82e-13,6.5115e-12,-1.0,0.0,0.1
-2.452e-12,-1.96e-13,6.4286e-12,-0.95,0.0,0.1
-1.852e-12,-3.28e-13,6.4613e-12,-0.9,0.0,0.1
-2.326e-12,-4.76e-13,6.4184e-12,-0.85,0.0,0.1
-2.15e-12,-7.18e-13,6.501e-12,-0.8,0.0,0.1
-2.026e-12,-4.86e-13,6.4373e-12,-0.75,0.0,0.1
-2.534e-12,-4.24e-13,6.4215e-12,-0.7,0.0,0.1
-2.07e-12,-3.3e-13,6.4869e-12,-0.65,0.0,0.1
-2.32e-12,-7.2e-13,6.4505e-12,-0.6,0.0,0.1
-2.54e-12,-1.98e-13,6.4529e-12,-0.55,0.0,0.1
-2.192e-12,-5.32e-13,6.4225e-12,-0.5,0.0,0.1
-2.15e-12,-3.7e-13,6.5075e-12,-0.45,0.0,0.1
-1.998e-12,-7.3e-13,6.4453e-12,-0.4,0.0,0.1
-1.87e-12,1.96e-13,6.5667e-12,-0.35,0.0,0.1
-2.162e-12,-9.1e-13,6.5492e-12,-0.3,0.0,0.1
-1.92e-12,-7.1e-13,6.4975e-12,-0.25,0.0,0.1
-1.94e-12,-7.84e-13,6.5856e-12,-0.2,0.0,0.1
-2.062e-12,-5.74e-13,6.6954e-12,-0.15,0.0,0.1
-2.196e-12,-1.04e-12,6.7158e-12,-0.1,0.0,0.1
-2.02e-12,-1.142e-12,6.8683e-12,-0.05,0.0,0.1
-2.37e-12,-7.94e-13,7.1551e-12,0.0,0.0,0.1
-2.31e-12,-2.192e-12,7.4879e-12,0.05,0.0,0.1
-1.604e-12,-2.77e-12,7.7135e-12,0.1,0.0,0.1
-1.884e-12,-2.53e-12,8.0401e-12,0.15,0.0,0.1
-1.388e-12,-3.75e-12,8.7234e-12,0.2,0.0,0.1
-1.076e-12,-5.208e-12,9.3352e-12,0.25,0.0,0.1
-1.23e-12,-6.342e-12,1.02634e-11,0.3,0.0,0.1
-8.12e-13,-7.052e-12,1.1292e-11,0.35,0.0,0.1
-3.14e-13,-9.2e-12,1.25217e-11,0.4,0.0,0.1
-7.4e-14,-1.1632e-11,1.30903e-11,0.45,0.0,0.1
3.8e-14,-1.2544e-11,1.47287e-11,0.5,0.0,0.1
5.26e-13,-1.5306e-11,1.59771e-11,0.55,0.0,0.1
3.5e-13,-1.7214e-11,1.89941e-11,0.6,0.0,0.1
6.22e-13,-2.1554e-11,2.07608e-11,0.65,0.0,0.1
2.132e-12,-2.9674e-11,2.55606e-11,0.7,0.0,0.1
