I_BG,I_S,I_D,V_BG,V_S,V_D
-8.76e-13,-1.964e-12,6.398e-12,-5.0,0.0,0.1
-9.3e-13,-2.612e-12,5.738e-12,-4.84,0.0,0.1
-5.16e-13,-1.924e-12,5.974e-12,-4.68,0.0,0.1
-1.702e-12,-2.586e-12,6.128e-12,-4.52,0.0,0.1
-1.1e-12,-2.59e-12,5.81e-12,-4.36,0.0,0.1
-6.02e-13,-2.002e-12,5.896e-12,-4.2,0.0,0.1
-9.68e-13,-1.936e-12,6.242e-12,-4.04,0.0,0.1
-8.96e-13,-2.566e-12,6.108e-12,-3.88,0.0,0.1
-6.5e-13,-1.854e-12,5.552e-12,-3.72,0.0,0.1
-9.92e-13,-1.73e-12,6.118e-12,-3.56,0.0,0.1
-7.1e-13,-2.074e-12,6.066e-12,-3.4,0.0,0.1
-5.38e-13,-2.164e-12,5.736e-12,-3.24,0.0,0.1
-8.3e-13,-1.512e-12,5.908e-12,-3.08,0.0,0.1
-1.288e-12,-2.712e-12,6.102e-12,-2.92,0.0,0.1
-5.18e-13,-2.33e-12,5.624e-12,-2.76,0.0,0.1
-7.88e-13,-1.442e-12,5.984e-12,-2.6,0.0,0.1
-1.276e-12,-2.332e-12,6.128e-12,-2.44,0.0,0.1
-7.08e-13,-2.162e-12,5.806e-12,-2.28,0.0,0.1
-9.7e-13,-1.384e-12,5.838e-12,-2.12,0.0,0.1
-1.186e-12,-2.264e-12,6.262e-12,-1.96,0.0,0.1
-1.002e-12,-2.202e-12,5.634e-12,-1.8,0.0,0.1
-6.88e-13,-1.868e-12,5.54e-12,-1.64,0.0,0.1
-9.54e-13,-1.808e-12,5.948e-12,-1.48,0.0,0.1
-7.14e-13,-2.474e-12,5.6e-12,-1.32,0.0,0.1
-5.34e-13,-2.362e-12,5.598e-12,-1.16,0.0,0.1
-1.136e-12,-2.348e-12,6.12e-12,-1.0,0.0,0.1
-7.42e-13,-2.258e-12,5.874e-12,-0.84,0.0,0.1
-2.54e-13,-2.092e-12,5.452e-12,-0.68,0.0,0.1
-9.14e-13,-1.59e-12,6.082e-12,-0.52,0.0,0.1
-1.144e-12,-2.53e-12,5.882e-12,-0.36,0.0,0.1
-5.42e-13,-2.322e-12,5.826e-12,-0.2,0.0,0.1
-8.28e-13,-3.27e-12,7.32e-12,-0.04,0.0,0.1
-1.188e-12,-2.0842e-11,2.5414e-11,0.12,0.0,0.1
-2.7e-13,-7.808e-11,8.1796e-11,0.28,0.0,0.1
-9.14e-13,-1.9531e-10,1.9262e-10,0.44,0.0,0.1
-4.76e-13,-4.09538e-10,4.0739e-10,0.6,0.0,0.1
-6.94e-13,-7.94886e-10,8.0133e-10,0.76,0.0,0.1
-6.08e-13,-1.43152e-09,1.41462e-09,0.92,0.0,0.1
-1.416e-12,-2.65412e-09,2.6331e-09,1.08,0.0,0.1
-6.86e-13,-4.7406e-09,4.72344e-09,1.24,0.0,0.1
-5.68e-13,-8.14458e-09,8.09718e-09,1.4,0.0,0.1
-8.36e-13,-1.28597e-08,1.27708e-08,1.56,0.0,0.1
-7.18e-13,-1.97556e-08,1.96101e-08,1.72,0.0,0.1
-7.66e-13,-2.8668e-08,2.85455e-08,1.88,0.0,0.1
-7.24e-13,-3.97197e-08,3.94536e-08,2.04,0.0,0.1
-1.096e-12,-5.2645e-08,5.24849e-08,2.2,0.0,0.1
-4.6e-13,-6.76165e-08,6.73826e-08,2.36,0.0,0.1
-4.6e-13,-8.44083e-08,8.41805e-08,2.52,0.0,0.1
-8.14e-13,-1.02863e-07,1.026973e-07,2.68,0.0,0.1
-3.6e-13,-1.2308e-07,1.2297e-07,2.84,0.0,0.1
-9.28e-13,-1.448e-07,1.4453e-07,3.0,0.0,0.1
-4.56e-13,-1.675e-07,1.6763e-07,3.16,0.0,0.1
-7.36e-13,-1.9205e-07,1.92e-07,3.32,0.0,0.1
-1.008e-12,-2.1701e-07,2.1693e-07,3.48,0.0,0.1
-2.26e-13,-2.4347e-07,2.4358e-07,3.64,0.0,0.1
-1.268e-12,-2.7078e-07,2.7066e-07,3.8,0.0,0.1
-4.6e-13,-2.9876e-07,2.9846e-07,3.96,0.0,0.1
-1.084e-12,-3.2751e-07,3.2762e-07,4.12,0.0,0.1
-4.8e-13,-3.5724e-07,3.5758e-07,4.28,0.0,0.1
-7e-13,-3.8899e-07,3.8849e-07,4.44,0.0,0.1
-4.74e-13,-4.1979e-07,4.1973e-07,4.6,0.0,0.1
-8.24e-13,-4.5221e-07,4.527e-07,4.76,0.0,0.1
-4.96e-13,-4.8487e-07,4.8459e-07,4.92,0.0,0.1
-4.62e-13,-5.1813e-07,5.1833e-07,5.08,0.0,0.1
-9.06e-13,-5.521e-07,5.5214e-07,5.24,0.0,0.1
-4.94e-13,-5.8671e-07,5.8667e-07,5.4,0.0,0.1
-1.06e-13,-6.2249e-07,6.2185e-07,5.56,0.0,0.1
-4.7e-13,-6.5658e-07,6.5702e-07,5.72,0.0,0.1
-4.58e-13,-6.9308e-07,6.9317e-07,5.88,0.0,0.1
-9.88e-13,-7.2904e-07,7.2863e-07,6.04,0.0,0.1
-5.36e-13,-7.6582e-07,7.6587e-07,6.2,0.0,0.1
-6.32e-13,-8.032e-07,8.0317e-07,6.36,0.0,0.1
-3.56e-13,-8.4067e-07,8.4025e-07,6.52,0.0,0.1
-8.78e-13,-8.7858e-07,8.7844e-07,6.68,0.0,0.1
3.12e-13,-9.1612e-07,9.168e-07,6.84,0.0,0.1
-7.18e-13,-9.5586e-07,9.5549e-07,7.0,0.0,0.1
-5.28e-13,-9.9458e-07,9.9397e-07,7.16,0.0,0.1
-4.74e-13,-1.03403e-06,1.03466e-06,7.32,0.0,0.1
-8.92e-13,-1.07366e-06,1.07364e-06,7.48,0.0,0.1
-3.02e-13,-1.11399e-06,1.11372e-06,7.64,0.0,0.1
-1.58e-13,-1.1542e-06,1.1534e-06,7.8,0.0,0.1
-6.06e-13,-1.1942e-06,1.1937e-06,7.96,0.0,0.1
-5.4e-13,-1.2351e-06,1.235e-06,8.12,0.0,0.1
-9.58e-13,-1.2766e-06,1.275e-06,8.28,0.0,0.1
-4.48e-13,-1.3173e-06,1.3181e-06,8.44,0.0,0.1
-8.58e-13,-1.3592e-06,1.3577e-06,8.6,0.0,0.1
-6.54e-13,-1.4012e-06,1.4012e-06,8.76,0.0,0.1
-7.26e-13,-1.4423e-06,1.4421e-06,8.92,0.0,0.1
-6.12e-13,-1.4854e-06,1.4843e-06,9.08,0.0,0.1
-5.64e-13,-1.526e-06,1.5268e-06,9.24,0.0,0.1
-7.14e-13,-1.5705e-06,1.5684e-06,9.4,0.0,0.1
-5.42e-13,-1.6104e-06,1.6114e-06,9.56,0.0,0.1
-7.02e-13,-1.6556e-06,1.6543e-06,9.72,0.0,0.1
-3.04e-13,-1.6977e-06,1.6971e-06,9.88,0.0,0.1
-8.38e-13,-1.7405e-06,1.7404e-06,10.04,0.0,0.1
-4.6e-13,-1.7841e-06,1.7835e-06,10.2,0.0,0.1
-2.08e-13,-1.8268e-06,1.8263e-06,10.36,0.0,0.1
-1.58e-13,-1.8706e-06,1.8703e-06,10.52,0.0,0.1
