I_BG,I_S,I_D,V_BG,V_S,V_D
-1.534e-12,-2.778e-12,6.28e-12,-5.0,0.0,0.1
-1.002e-12,-2.878e-12,6.078e-12,-4.85,0.0,0.1
-1.106e-12,-2.486e-12,5.968e-12,-4.701,0.0,0.1
-1.306e-12,-2.124e-12,6.758e-12,-4.551,0.0,0.1
-1.218e-12,-2.66e-12,6.522e-12,-4.401,0.0,0.1
-4.68e-13,-2.518e-12,5.938e-12,-4.252,0.0,0.1
-8.46e-13,-2.478e-12,6.17e-12,-4.102,0.0,0.1
-1.316e-12,-2.878e-12,6.746e-12,-3.952,0.0,0.1
-4.6e-13,-2.77e-12,6.132e-12,-3.802,0.0,0.1
-9.68e-13,-2.326e-12,5.958e-12,-3.653,0.0,0.1
-8.62e-13,-2.722e-12,6.342e-12,-3.503,0.0,0.1
-6.66e-13,-3.188e-12,6.12e-12,-3.353,0.0,0.1
-1.188e-12,-1.97e-12,6.296e-12,-3.204,0.0,0.1
-1.282e-12,-2.512e-12,6.44e-12,-3.054,0.0,0.1
-5.1e-13,-2.758e-12,6.13e-12,-2.904,0.0,0.1
-6.32e-13,-2.376e-12,5.854e-12,-2.755,0.0,0.1
-7.62e-13,-2.306e-12,6.348e-12,-2.605,0.0,0.1
-9.08e-13,-2.696e-12,5.906e-12,-2.455,0.0,0.1
-5.38e-13,-2.284e-12,5.81e-12,-2.305,0.0,0.1
-1.022e-12,-2.278e-12,6.612e-12,-2.156,0.0,0.1
-8.9e-13,-2.83e-12,6.338e-12,-2.006,0.0,0.1
-7.02e-13,-2.682e-12,6.29e-12,-1.856,0.0,0.1
-1.01e-12,-2.13e-12,6.594e-12,-1.707,0.0,0.1
-7.44e-13,-2.69e-12,6.684e-12,-1.557,0.0,0.1
-6.3e-13,-2.996e-12,5.868e-12,-1.407,0.0,0.1
-1.124e-12,-2.322e-12,6.342e-12,-1.257,0.0,0.1
-8.78e-13,-2.742e-12,6.536e-12,-1.108,0.0,0.1
-5.48e-13,-2.716e-12,6.038e-12,-0.958,0.0,0.1
-7.62e-13,-1.922e-12,6.188e-12,-0.808,0.0,0.1
-6.16e-13,-2.776e-12,6.554e-12,-0.659,0.0,0.1
-6.44e-13,-2.854e-12,6.296e-12,-0.509,0.0,0.1
-7.36e-13,-3.56e-12,6.914e-12,-0.359,0.0,0.1
-7.92e-13,-6.546e-12,1.0214e-11,-0.21,0.0,0.1
-5.32e-13,-1.689e-11,2.0112e-11,-0.06,0.0,0.1
-5e-13,-5.1752e-11,5.3242e-11,0.09,0.0,0.1
-1.236e-12,-1.33562e-10,1.33366e-10,0.24,0.0,0.1
-1.042e-12,-3.26792e-10,3.26894e-10,0.389,0.0,0.1
-2.82e-13,-7.0883e-10,7.05066e-10,0.539,0.0,0.1
-9.42e-13,-1.22368e-09,1.1699e-09,0.689,0.0,0.1
-6.5e-13,-2.23602e-09,2.23208e-09,0.838,0.0,0.1
-7.14e-13,-3.83352e-09,3.8198e-09,0.988,0.0,0.1
-8.94e-13,-6.11394e-09,6.05908e-09,1.138,0.0,0.1
-7.58e-13,-9.26146e-09,9.2037e-09,1.287,0.0,0.1
-7.08e-13,-1.31236e-08,1.29107e-08,1.437,0.0,0.1
-6.1e-13,-1.84674e-08,1.82781e-08,1.587,0.0,0.1
-1.094e-12,-2.51776e-08,2.49795e-08,1.737,0.0,0.1
-8.26e-13,-3.34069e-08,3.3176e-08,1.886,0.0,0.1
-3.9e-13,-4.30619e-08,4.28253e-08,2.036,0.0,0.1
-7.08e-13,-5.42701e-08,5.39273e-08,2.186,0.0,0.1
-7.7e-13,-6.68799e-08,6.65942e-08,2.335,0.0,0.1
-3.56e-13,-8.13198e-08,8.10084e-08,2.485,0.0,0.1
-5.74e-13,-9.71957e-08,9.68654e-08,2.635,0.0,0.1
-1.134e-12,-1.1441e-07,1.1437e-07,2.784,0.0,0.1
-4.68e-13,-1.3338e-07,1.332e-07,2.934,0.0,0.1
-1.362e-12,-1.5352e-07,1.532e-07,3.084,0.0,0.1
-4.92e-13,-1.7457e-07,1.7479e-07,3.234,0.0,0.1
-7.8e-13,-1.9703e-07,1.9681e-07,3.383,0.0,0.1
-8.12e-13,-2.1984e-07,2.1971e-07,3.533,0.0,0.1
-4.6e-13,-2.4428e-07,2.4436e-07,3.683,0.0,0.1
-1.086e-12,-2.6905e-07,2.6901e-07,3.832,0.0,0.1
-4.98e-13,-2.9505e-07,2.9478e-07,3.982,0.0,0.1
-7.5e-13,-3.219e-07,3.2169e-07,4.132,0.0,0.1
-1.86e-13,-3.4836e-07,3.4873e-07,4.281,0.0,0.1
-6.62e-13,-3.7709e-07,3.7684e-07,4.431,0.0,0.1
-2.84e-13,-4.0559e-07,4.0521e-07,4.581,0.0,0.1
-3e-14,-4.3464e-07,4.3479e-07,4.731,0.0,0.1
-8.32e-13,-4.6446e-07,4.6418e-07,4.88,0.0,0.1
-2.74e-13,-4.951e-07,4.9485e-07,5.03,0.0,0.1
-1.032e-12,-5.2622e-07,5.2627e-07,5.18,0.0,0.1
-3.12e-13,-5.5704e-07,5.5746e-07,5.329,0.0,0.1
-4.14e-13,-5.8962e-07,5.889e-07,5.479,0.0,0.1
