Subsite Name,X Position,Y Position,Note
1,0,0,r1c1
2,250,0,r1c2
3,500,0,r1c3
4,750,0,r1c4
5,1000,0,r1c5
6,1000,-150,r2c5
7,750,-150,r2c4
8,500,-150,r2c3
9,250,-150,r2c2
10,0,-150,r2c1
11,0,-300,r3c1
12,250,-300,r3c2
13,500,-300,r3c3
14,750,-300,r3c4
15,1000,-300,r3c5
16,1000,-450,r4c5
17,750,-450,r4c4
18,500,-450,r4c3
19,250,-450,r4c2
20,0,-450,r4c1
