I_BG,I_S,I_D,V_BG,V_S,V_D
1.44e-13,-2.16e-13,1.5451e-12,-2.0,0.0,0.1
1.4e-14,-6.08e-13,1.414e-12,-1.9,0.0,0.1
4.32e-13,-2.28e-13,1.3867e-12,-1.8,0.0,0.1
3.18e-13,-1.152e-12,1.4297e-12,-1.7,0.0,0.1
7.06e-13,-1.01e-12,1.3303e-12,-1.6,0.0,0.1
1.146e-12,-4e-13,1.3687e-12,-1.5,0.0,0.1
2.26e-13,-1.88e-13,1.394e-12,-1.4,0.0,0.1
-5.06e-13,6e-15,1.325e-12,-1.3,0.0,0.1
1.56e-13,1.36e-13,1.3873e-12,-1.2,0.0,0.1
-1.52e-13,-3.78e-13,1.4124e-12,-1.1,0.0,0.1
-2.58e-13,-9.12e-13,1.3884e-12,-1.0,0.0,0.1
3.1e-13,-9.7e-13,1.3246e-12,-0.9,0.0,0.1
2.06e-13,5.14e-13,1.3438e-12,-0.8,0.0,0.1
9.6e-13,-1.12e-12,1.3353e-12,-0.7,0.0,0.1
7.82e-13,-7.1e-13,1.2935e-12,-0.6,0.0,0.1
3.76e-13,-3.82e-13,1.3674e-12,-0.5,0.0,0.1
-1.34e-13,-2.64e-13,1.3006e-12,-0.4,0.0,0.1
7.08e-13,8.8e-14,1.2826e-12,-0.3,0.0,0.1
5.02e-13,2.94e-13,1.3457e-12,-0.2,0.0,0.1
4.84e-13,-5.86e-13,1.3811e-12,-0.1,0.0,0.1
4.92e-13,-5.38e-13,1.2712e-12,0.0,0.0,0.1
3.6e-14,4.88e-13,1.277e-12,0.1,0.0,0.1
6.4e-14,3.44e-13,1.3193e-12,0.2,0.0,0.1
1.04e-13,-1.44e-13,1.3053e-12,0.3,0.0,0.1
-1.12e-13,-6.8e-14,1.383e-12,0.4,0.0,0.1
-2.62e-13,-4.8e-13,1.3683e-12,0.5,0.0,0.1
2.66e-13,-4.28e-13,1.3739e-12,0.6,0.0,0.1
2.54e-13,-5.7e-13,1.2967e-12,0.7,0.0,0.1
2.42e-13,2.28e-13,1.3466e-12,0.8,0.0,0.1
3.46e-13,4.56e-13,1.337e-12,0.9,0.0,0.1
5.38e-13,-7.04e-13,1.2971e-12,1.0,0.0,0.1
5.32e-13,-5.4e-13,1.5236e-12,1.1,0.0,0.1
9.2e-14,-1.024e-12,2.1991e-12,1.2,0.0,0.1
-2.44e-13,-4.226e-12,4.5255e-12,1.3,0.0,0.1
6.68e-13,-1.092e-11,1.15965e-11,1.4,0.0,0.1
1.06e-13,-3.441e-11,3.17412e-11,1.5,0.0,0.1
6.76e-13,-7.8254e-11,7.11756e-11,1.6,0.0,0.1
6.6e-13,-1.54116e-10,1.35958e-10,1.7,0.0,0.1
6.12e-13,-2.9855e-10,2.99414e-10,1.8,0.0,0.1
5.38e-13,-5.13788e-10,4.9932e-10,1.9,0.0,0.1
4.2e-14,-8.19372e-10,8.09128e-10,2.0,0.0,0.1
1.98e-13,-1.19574e-09,1.14412e-09,2.1,0.0,0.1
7.04e-13,-1.76488e-09,1.76552e-09,2.2,0.0,0.1
1.6e-13,-2.49828e-09,2.48838e-09,2.3,0.0,0.1
8.02e-13,-3.46076e-09,3.42234e-09,2.4,0.0,0.1
1.176e-12,-4.62186e-09,4.60358e-09,2.5,0.0,0.1
6.02e-13,-6.02056e-09,5.98972e-09,2.6,0.0,0.1
1.72e-13,-7.77918e-09,7.71918e-09,2.7,0.0,0.1
6.8e-13,-9.7988e-09,9.71928e-09,2.8,0.0,0.1
7e-14,-1.18491e-08,1.16463e-08,2.9,0.0,0.1
4.44e-13,-1.46202e-08,1.45061e-08,3.0,0.0,0.1
5.96e-13,-1.78628e-08,1.77429e-08,3.1,0.0,0.1
3.18e-13,-2.1579e-08,2.13648e-08,3.2,0.0,0.1
5.16e-13,-2.59336e-08,2.56751e-08,3.3,0.0,0.1
5.92e-13,-3.07864e-08,3.0493e-08,3.4,0.0,0.1
4.28e-13,-3.6107e-08,3.56735e-08,3.5,0.0,0.1
2.4e-14,-4.20511e-08,4.16877e-08,3.6,0.0,0.1
4.3e-13,-4.84786e-08,4.81943e-08,3.7,0.0,0.1
8.34e-13,-5.55016e-08,5.51462e-08,3.8,0.0,0.1
8.8e-13,-6.30727e-08,6.2747e-08,3.9,0.0,0.1
2e-14,-7.13874e-08,7.0983e-08,4.0,0.0,0.1
6.66e-13,-8.01067e-08,7.97618e-08,4.1,0.0,0.1
7.12e-13,-8.94612e-08,8.90098e-08,4.2,0.0,0.1
2.68e-13,-9.90111e-08,9.84617e-08,4.3,0.0,0.1
2.94e-13,-1.091217e-07,1.088055e-07,4.4,0.0,0.1
6.14e-13,-1.1966e-07,1.1953e-07,4.5,0.0,0.1
4.06e-13,-1.3119e-07,1.3113e-07,4.6,0.0,0.1
9.02e-13,-1.4249e-07,1.4256e-07,4.7,0.0,0.1
6.2e-14,-1.5496e-07,1.5479e-07,4.8,0.0,0.1
7.66e-13,-1.6701e-07,1.6695e-07,4.9,0.0,0.1
1.78e-13,-1.7993e-07,1.7992e-07,5.0,0.0,0.1
4.12e-13,-1.9261e-07,1.9246e-07,5.1,0.0,0.1
5.76e-13,-2.0605e-07,2.0589e-07,5.2,0.0,0.1
-4.6e-14,-2.1952e-07,2.1938e-07,5.3,0.0,0.1
9.3e-13,-2.3275e-07,2.3285e-07,5.4,0.0,0.1
2.16e-13,-2.4694e-07,2.4702e-07,5.5,0.0,0.1
5.88e-13,-2.6091e-07,2.6059e-07,5.6,0.0,0.1
6.56e-13,-2.7487e-07,2.7491e-07,5.7,0.0,0.1
5.78e-13,-2.8952e-07,2.8938e-07,5.8,0.0,0.1
1.392e-12,-3.0389e-07,3.0385e-07,5.9,0.0,0.1
1.48e-13,-3.19e-07,3.1896e-07,6.0,0.0,0.1
8.54e-13,-3.3374e-07,3.3362e-07,6.1,0.0,0.1
1.006e-12,-3.4862e-07,3.4862e-07,6.2,0.0,0.1
4.58e-13,-3.64e-07,3.6376e-07,6.3,0.0,0.1
8.54e-13,-3.7906e-07,3.7921e-07,6.4,0.0,0.1
2.16e-13,-3.9485e-07,3.9465e-07,6.5,0.0,0.1
9.78e-13,-4.1025e-07,4.1009e-07,6.6,0.0,0.1
4.56e-13,-4.2608e-07,4.2632e-07,6.7,0.0,0.1
3.16e-13,-4.4229e-07,4.4205e-07,6.8,0.0,0.1
7.74e-13,-4.5792e-07,4.5795e-07,6.9,0.0,0.1
5.78e-13,-4.7437e-07,4.7412e-07,7.0,0.0,0.1
8.72e-13,-4.9012e-07,4.901e-07,7.1,0.0,0.1
4.42e-13,-5.0657e-07,5.0657e-07,7.2,0.0,0.1
8.08e-13,-5.2331e-07,5.2265e-07,7.3,0.0,0.1
9.28e-13,-5.3949e-07,5.3936e-07,7.4,0.0,0.1
7.36e-13,-5.567e-07,5.5658e-07,7.5,0.0,0.1
1.094e-12,-5.7295e-07,5.7292e-07,7.6,0.0,0.1
7.46e-13,-5.905e-07,5.9017e-07,7.7,0.0,0.1
9.38e-13,-6.0723e-07,6.0668e-07,7.8,0.0,0.1
5.62e-13,-6.2388e-07,6.242e-07,7.9,0.0,0.1
7.46e-13,-6.414e-07,6.4139e-07,8.0,0.0,0.1
6.38e-13,-6.4071e-07,6.4151e-07,8.0,0.0,0.1
5.3e-13,-6.2134e-07,6.2103e-07,7.9,0.0,0.1
6.06e-13,-6.0161e-07,6.0154e-07,7.8,0.0,0.1
5.12e-13,-5.8271e-07,5.8249e-07,7.7,0.0,0.1
1.102e-12,-5.6274e-07,5.6295e-07,7.6,0.0,0.1
2.16e-13,-5.4429e-07,5.4462e-07,7.5,0.0,0.1
5.68e-13,-5.2581e-07,5.2541e-07,7.4,0.0,0.1
5.32e-13,-5.0658e-07,5.0695e-07,7.3,0.0,0.1
1.56e-13,-4.8828e-07,4.8869e-07,7.2,0.0,0.1
5.56e-13,-4.7025e-07,4.7043e-07,7.1,0.0,0.1
-1.48e-13,-4.5292e-07,4.528e-07,7.0,0.0,0.1
8.9e-13,-4.35e-07,4.3471e-07,6.9,0.0,0.1
8.72e-13,-4.1711e-07,4.1745e-07,6.8,0.0,0.1
1.62e-13,-3.9925e-07,3.9926e-07,6.7,0.0,0.1
8.92e-13,-3.8186e-07,3.8182e-07,6.6,0.0,0.1
1e-13,-3.6496e-07,3.6497e-07,6.5,0.0,0.1
6.8e-13,-3.4756e-07,3.4773e-07,6.4,0.0,0.1
2.34e-13,-3.3057e-07,3.3108e-07,6.3,0.0,0.1
2.56e-13,-3.14e-07,3.1372e-07,6.2,0.0,0.1
7.94e-13,-2.971e-07,2.9717e-07,6.1,0.0,0.1
-9e-14,-2.8075e-07,2.8049e-07,6.0,0.0,0.1
7.74e-13,-2.6418e-07,2.6418e-07,5.9,0.0,0.1
-5.2e-14,-2.4793e-07,2.4812e-07,5.8,0.0,0.1
3.06e-13,-2.3199e-07,2.3171e-07,5.7,0.0,0.1
5.1e-13,-2.1636e-07,2.162e-07,5.6,0.0,0.1
2e-13,-2.0042e-07,2.0039e-07,5.5,0.0,0.1
5.92e-13,-1.8504e-07,1.8481e-07,5.4,0.0,0.1
-5.22e-13,-1.7005e-07,1.6999e-07,5.3,0.0,0.1
4.8e-13,-1.5508e-07,1.553e-07,5.2,0.0,0.1
1.98e-13,-1.4069e-07,1.408e-07,5.1,0.0,0.1
4.84e-13,-1.2656e-07,1.2641e-07,5.0,0.0,0.1
7e-13,-1.128e-07,1.1272e-07,4.9,0.0,0.1
6.6e-14,-9.9902e-08,1.0023e-07,4.8,0.0,0.1
3.72e-13,-8.7044e-08,8.73706e-08,4.7,0.0,0.1
-1.22e-13,-7.57611e-08,7.58975e-08,4.6,0.0,0.1
6.14e-13,-6.47557e-08,6.48814e-08,4.5,0.0,0.1
