I_BG,I_S,I_D,V_BG,V_S,V_D
-7.72e-13,-1.332e-12,4.6652e-12,-1.0,0.0,0.1
-3.6e-13,-2.714e-12,4.5424e-12,-0.95,0.0,0.1
-6.66e-13,-1.004e-12,4.5635e-12,-0.9,0.0,0.1
-2.56e-13,-8.54e-13,4.5502e-12,-0.85,0.0,0.1
-5.06e-13,-7.84e-13,4.6441e-12,-0.8,0.0,0.1
-1.92e-13,-1.32e-12,4.5729e-12,-0.75,0.0,0.1
-1.2e-14,-8.32e-13,4.5405e-12,-0.7,0.0,0.1
-6.86e-13,-7.88e-13,4.4791e-12,-0.65,0.0,0.1
-3.22e-13,-1.124e-12,4.5651e-12,-0.6,0.0,0.1
-3.22e-13,-1.696e-12,4.5989e-12,-0.55,0.0,0.1
-1.36e-13,-1.05e-12,4.5358e-12,-0.5,0.0,0.1
-5.4e-14,-9.66e-13,4.5193e-12,-0.45,0.0,0.1
-1.06e-13,-1.186e-12,4.4569e-12,-0.4,0.0,0.1
-3.08e-13,-1.394e-12,4.5562e-12,-0.35,0.0,0.1
-3.32e-13,-1.812e-12,4.5576e-12,-0.3,0.0,0.1
-4.3e-13,-1.244e-12,4.5129e-12,-0.25,0.0,0.1
-1.56e-13,-1.206e-12,4.4767e-12,-0.2,0.0,0.1
-4.7e-13,-8.48e-13,4.4562e-12,-0.15,0.0,0.1
-3.16e-13,-7.6e-13,4.5214e-12,-0.1,0.0,0.1
-3.38e-13,-2.184e-12,4.532e-12,-0.05,0.0,0.1
2.8e-14,-1.076e-12,4.5102e-12,0.0,0.0,0.1
-2.4e-13,-1.692e-12,4.5028e-12,0.05,0.0,0.1
2.62e-13,-1.142e-12,4.4672e-12,0.1,0.0,0.1
-5.52e-13,-2.73e-12,4.4493e-12,0.15,0.0,0.1
-5.78e-13,-9.72e-13,4.5006e-12,0.2,0.0,0.1
-3.44e-13,-1.734e-12,4.554e-12,0.25,0.0,0.1
-1.46e-13,-1.17e-12,4.4e-12,0.3,0.0,0.1
-7.54e-13,-1.466e-12,4.4442e-12,0.35,0.0,0.1
-3.2e-14,-7.18e-13,4.4371e-12,0.4,0.0,0.1
-3.54e-13,-1.774e-12,4.4971e-12,0.45,0.0,0.1
-6e-14,-1.418e-12,4.4675e-12,0.5,0.0,0.1
-4.46e-13,-1.11e-12,4.5452e-12,0.55,0.0,0.1
-5.36e-13,-1.452e-12,4.8044e-12,0.6,0.0,0.1
-7.2e-14,-1.974e-12,5.2986e-12,0.65,0.0,0.1
5.6e-14,-4.346e-12,6.5532e-12,0.7,0.0,0.1
-6.32e-13,-6.446e-12,9.3243e-12,0.75,0.0,0.1
-4.36e-13,-1.0704e-11,1.39851e-11,0.8,0.0,0.1
-9.12e-13,-1.9974e-11,2.26154e-11,0.85,0.0,0.1
-2.78e-13,-3.6796e-11,3.71406e-11,0.9,0.0,0.1
-5.14e-13,-5.534e-11,5.66906e-11,0.95,0.0,0.1
-7.1e-13,-9.0932e-11,8.94768e-11,1.0,0.0,0.1
-1.17e-12,-1.3363e-10,1.32578e-10,1.05,0.0,0.1
-1.074e-12,-1.92654e-10,1.96122e-10,1.1,0.0,0.1
-4.2e-14,-2.803e-10,2.782e-10,1.15,0.0,0.1
-2.88e-13,-3.88786e-10,3.88548e-10,1.2,0.0,0.1
-4.6e-13,-5.22502e-10,5.24898e-10,1.25,0.0,0.1
-6.36e-13,-6.88276e-10,6.9264e-10,1.3,0.0,0.1
-1.84e-13,-8.95604e-10,8.93196e-10,1.35,0.0,0.1
-6.62e-13,-1.10794e-09,1.08758e-09,1.4,0.0,0.1
-3.16e-13,-1.36232e-09,1.36546e-09,1.45,0.0,0.1
-6e-15,-1.67766e-09,1.67674e-09,1.5,0.0,0.1
-6.42e-13,-2.02648e-09,2.02288e-09,1.55,0.0,0.1
-1.16e-13,-2.4257e-09,2.43956e-09,1.6,0.0,0.1
7.8e-14,-2.83528e-09,2.85454e-09,1.65,0.0,0.1
-9.74e-13,-3.29198e-09,3.3073e-09,1.7,0.0,0.1
2.56e-13,-3.79506e-09,3.78914e-09,1.75,0.0,0.1
-1.8e-13,-4.38678e-09,4.38574e-09,1.8,0.0,0.1
-2.68e-13,-4.9683e-09,4.96038e-09,1.85,0.0,0.1
4.46e-13,-5.64736e-09,5.58116e-09,1.9,0.0,0.1
-5.02e-13,-6.3236e-09,6.32866e-09,1.95,0.0,0.1
-6.38e-13,-7.081e-09,7.05478e-09,2.0,0.0,0.1
5.6e-14,-7.8228e-09,7.81342e-09,2.05,0.0,0.1
2.4e-13,-8.72098e-09,8.68668e-09,2.1,0.0,0.1
-5.3e-13,-9.63492e-09,9.6014e-09,2.15,0.0,0.1
1.98e-13,-1.058836e-08,1.058308e-08,2.2,0.0,0.1
-7.04e-13,-1.14926e-08,1.1435e-08,2.25,0.0,0.1
-4.12e-13,-1.25449e-08,1.24819e-08,2.3,0.0,0.1
-9.38e-13,-1.36322e-08,1.36172e-08,2.35,0.0,0.1
-7.68e-13,-1.47924e-08,1.47047e-08,2.4,0.0,0.1
-9.52e-13,-1.60193e-08,1.58959e-08,2.45,0.0,0.1
-7.14e-13,-1.72734e-08,1.72478e-08,2.5,0.0,0.1
-2.96e-13,-1.8627e-08,1.85879e-08,2.55,0.0,0.1
-5.86e-13,-2.00222e-08,1.99871e-08,2.6,0.0,0.1
-1.04e-13,-2.15222e-08,2.14675e-08,2.65,0.0,0.1
6.2e-14,-2.30374e-08,2.29899e-08,2.7,0.0,0.1
2.8e-14,-2.46085e-08,2.45026e-08,2.75,0.0,0.1
3.72e-13,-2.61814e-08,2.61257e-08,2.8,0.0,0.1
2.66e-13,-2.78802e-08,2.77497e-08,2.85,0.0,0.1
-3.36e-13,-2.96213e-08,2.95117e-08,2.9,0.0,0.1
-1.9e-13,-3.14664e-08,3.12562e-08,2.95,0.0,0.1
-4.1e-13,-3.3273e-08,3.3183e-08,3.0,0.0,0.1
-4.52e-13,-3.52102e-08,3.51227e-08,3.05,0.0,0.1
-1.56e-13,-3.71289e-08,3.7016e-08,3.1,0.0,0.1
-1.14e-13,-3.91846e-08,3.90725e-08,3.15,0.0,0.1
9.2e-14,-4.13084e-08,4.12413e-08,3.2,0.0,0.1
3.94e-13,-4.34976e-08,4.33874e-08,3.25,0.0,0.1
7e-13,-4.5672e-08,4.5577e-08,3.3,0.0,0.1
4.6e-13,-4.80048e-08,4.78189e-08,3.35,0.0,0.1
3.92e-13,-5.04068e-08,5.02333e-08,3.4,0.0,0.1
1.26e-13,-5.2698e-08,5.25794e-08,3.45,0.0,0.1
-3.74e-13,-5.5251e-08,5.50719e-08,3.5,0.0,0.1
9.2e-14,-5.77179e-08,5.75753e-08,3.55,0.0,0.1
-2.1e-13,-6.03126e-08,6.01699e-08,3.6,0.0,0.1
-3.06e-13,-6.29622e-08,6.28428e-08,3.65,0.0,0.1
-5.84e-13,-6.55778e-08,6.54673e-08,3.7,0.0,0.1
-1.42e-13,-6.8218e-08,6.81131e-08,3.75,0.0,0.1
-1.66e-13,-7.09332e-08,7.08288e-08,3.8,0.0,0.1
1.38e-13,-7.37592e-08,7.35683e-08,3.85,0.0,0.1
0.0,-7.6464e-08,7.63735e-08,3.9,0.0,0.1
-2.36e-13,-7.93873e-08,7.92615e-08,3.95,0.0,0.1
-3e-13,-8.23451e-08,8.22319e-08,4.0,0.0,0.1
-4.76e-13,-8.53398e-08,8.51252e-08,4.05,0.0,0.1
-2.6e-13,-8.82701e-08,8.82639e-08,4.1,0.0,0.1
-4.54e-13,-9.12895e-08,9.11746e-08,4.15,0.0,0.1
-3.34e-13,-9.45508e-08,9.43695e-08,4.2,0.0,0.1
-7.42e-13,-9.76739e-08,9.74864e-08,4.25,0.0,0.1
-6.46e-13,-1.009056e-07,1.007011e-07,4.3,0.0,0.1
-3.98e-13,-1.0402e-07,1.039439e-07,4.35,0.0,0.1
-4.02e-13,-1.072764e-07,1.07134e-07,4.4,0.0,0.1
-1.68e-13,-1.106107e-07,1.104832e-07,4.45,0.0,0.1
-2.98e-13,-1.14001e-07,1.138945e-07,4.5,0.0,0.1
2.58e-13,-1.1739e-07,1.1731e-07,4.55,0.0,0.1
3.96e-13,-1.2098e-07,1.21e-07,4.6,0.0,0.1
-3.12e-13,-1.2459e-07,1.2447e-07,4.65,0.0,0.1
