I_BG,I_S,I_D,V_BG,V_S,V_D
1.58e-13,2.16e-12,3.6e-12,-5.0,0.0,0.1
-2.58e-13,1.374e-12,3.602e-12,-4.85,0.0,0.1
-7.72e-13,-4.86e-13,3.826e-12,-4.701,0.0,0.1
-2.78e-13,-1.48e-12,3.848e-12,-4.551,0.0,0.1
-2.54e-13,9.76e-13,3.754e-12,-4.401,0.0,0.1
-1e-13,1.178e-12,3.618e-12,-4.252,0.0,0.1
-3.94e-13,-2.194e-12,4.098e-12,-4.102,0.0,0.1
-3.08e-13,-1.76e-13,3.412e-12,-3.952,0.0,0.1
-6.46e-13,1.84e-12,3.898e-12,-3.802,0.0,0.1
-3.12e-13,-1.972e-12,4.222e-12,-3.653,0.0,0.1
-3.08e-13,-5.86e-13,3.742e-12,-3.503,0.0,0.1
-6.42e-13,1.052e-12,3.508e-12,-3.353,0.0,0.1
-8.02e-13,-2.29e-12,4.506e-12,-3.204,0.0,0.1
-1.86e-13,-6.2e-13,3.424e-12,-3.054,0.0,0.1
-8.6e-14,1.686e-12,3.93e-12,-2.904,0.0,0.1
-6.12e-13,-1.734e-12,3.86e-12,-2.755,0.0,0.1
-6.42e-13,-2.332e-12,3.498e-12,-2.605,0.0,0.1
-1.038e-12,9.04e-13,3.648e-12,-2.455,0.0,0.1
-2.88e-13,-8.94e-13,3.842e-12,-2.305,0.0,0.1
2.3e-13,-1.446e-12,3.55e-12,-2.156,0.0,0.1
6.6e-14,3.24e-13,3.148e-12,-2.006,0.0,0.1
-5.06e-13,6.72e-13,3.752e-12,-1.856,0.0,0.1
-6.76e-13,-1.72e-12,3.636e-12,-1.707,0.0,0.1
-7e-14,1.178e-12,3.532e-12,-1.557,0.0,0.1
-6.04e-13,1.302e-12,3.74e-12,-1.407,0.0,0.1
-1.04e-13,-3.43e-12,3.952e-12,-1.257,0.0,0.1
8e-15,5.6e-14,3.314e-12,-1.108,0.0,0.1
-5e-14,1.396e-12,3.746e-12,-0.958,0.0,0.1
-8.5e-13,-4.68e-13,3.848e-12,-0.808,0.0,0.1
8.4e-14,-1.126e-12,3.482e-12,-0.659,0.0,0.1
-3.8e-13,1.004e-12,3.386e-12,-0.509,0.0,0.1
-5.92e-13,-1.374e-12,3.758e-12,-0.359,0.0,0.1
-2.8e-13,-1.006e-12,3.494e-12,-0.21,0.0,0.1
-8e-14,1.702e-12,3.642e-12,-0.06,0.0,0.1
-6.54e-13,-1.366e-12,3.99e-12,0.09,0.0,0.1
-3.06e-13,-2.918e-12,3.892e-12,0.24,0.0,0.1
-9e-14,-3.8e-14,3.45e-12,0.389,0.0,0.1
-4.06e-13,-4.84e-13,3.786e-12,0.539,0.0,0.1
-2.68e-13,-2.162e-12,3.584e-12,0.689,0.0,0.1
